"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"11","3","  Durable goods","DDURRA3",7.434,7.765,7.797,7.898,7.937,8.028,7.925,8.099,8.299,7.846,7.826,7.489,7.579,8.008,8.32,8.613,8.02,7.818,7.886,8.045,8.324,8.249,7.911,7.487,7.34,7.393,7.614,7.516,7.626,7.669,7.729,7.795,7.844,7.96,8.186,8.355,8.327,8.288,8.416,8.47,8.667,8.565,8.562,8.533,8.793,8.571,9.102,9.357,9.29,9.155,9.124,9.282,9.317,9.561,9.652,9.414,9.444,9.372,9.636,9.95,10.028,10.095,9.964,10.054,10.327,10.492,10.664,10.766,10.462,10.643,10.22,10.049,10.581,11.343,11.864,11.696,11.306,10.84,11.114,11.54,12.346,12.249,12.176,12.05,12.395,12.716,13.098,12.715,12.05,11.919,12.157,12.619,13.112,12.784,12.578,12.511,12.611,12.176,12.369,12.914,12.823,13.016,12.815,12.632,12.996,12.604,12.737,13.199,13.485,13.414,14.038,13.686,14.091,14.031,14.512,14.582,14.595,14.554,14.389,14.489,14.831,14.878,14.54,14.72,14.723,14.688,14.365,14.666,14.974,14.724,14.573,14.538,14.36,14.608,14.195,14.411,14.576,14.675,14.548,14.661,14.613,14.104,13.288,13.519,15.043,14.954,15.302,15.371,15.239,15.72,15.384,15.677,16.503,16.547,16.544,16.504,16.896,16.696,17.138,17.17,17.399,17.436,17.676,17.884,17.783,18.535,18.729,18.903,19.582,19.912,20.251,19.897,19.971,19.171,19.422,19.176,19.915,19.258,19.168,18.721,18.706,18.345,18.756,18.704,18.93,18.474,18.597,19.462,18.373,17.643,16.783,16.635,17.22,17.792,17.139,17.13,17.919,18.116,18.683,18.658,19.144,18.806,19.386,19.938,20.128,20.438,20.47,20.73,19.959,20.622,20.731,20.571,20.705,20.499,20.741,21.745
"12","4","    Motor vehicles and parts","DMOTRA3",13.055,14.241,14.536,14.934,14.793,14.688,14.74,15.34,16.095,14.001,14.07,12.59,13.077,14.961,16.869,17.017,15.351,14.241,14.81,15.707,16.957,16.199,15.164,13.47,12.749,12.873,13.419,13.28,13.371,13.463,13.624,13.805,13.894,14.301,15.008,15.64,15.54,15.703,15.817,15.934,16.473,16.486,16.14,15.842,16.223,15.754,17.79,18.731,18.418,17.902,17.523,18.009,18.251,19.026,19.095,18.134,18.135,17.655,19.021,19.792,20.089,19.279,18.476,18.871,19.651,19.951,20.677,20.755,19.807,20.358,18.49,16.833,19.565,22.629,25.057,23.986,21.863,20.064,20.614,22.47,25.039,23.785,22.95,22.164,23.04,24.445,25.687,24.29,21.656,20.007,20.817,22.47,24.64,23.305,22.383,21.877,22.492,20.496,21.204,23.311,22.907,23.7,23.137,22.021,22.726,21.561,21.209,23.204,24.577,24.025,25.897,24.423,26.025,25.293,26.556,26.6,27.181,27.028,25.688,26.619,27.77,27.366,26.236,26.587,26.638,26.579,25.519,26.956,28.26,27.306,26.682,25.344,24.351,25.555,24.154,24.976,25.315,26.07,25.134,25.361,25.114,22.224,19.32,20.027,26.736,26.266,27.709,27.742,27.188,28.405,27.462,28.025,31.441,31.355,30.942,30.126,31.162,30.332,31.534,31.568,32.011,32.051,32.266,32.914,32.202,34.257,35.244,35.585,36.878,37.437,39.042,37.549,37.99,34.398,35.477,34.205,36.467,33.724,33.409,32.154,31.339,30.09,30.85,30.595,31.065,30.092,30.317,33.982,30.13,28.08,25.405,25.91,26.945,29.21,26.548,26.523,27.899,28.402,31.102,30.374,31.877,30.992,32.51,33.56,34.485,35.964,35.955,36.551,34.205,35.773,36.336,35.018,35.861,34.223,35.553,38.279
"13","5","      New motor vehicles (55)","DNMVRA3",13.348,14.338,14.934,15.068,14.903,14.805,15.368,16.032,16.065,14.466,12.591,11.365,12.935,15.7,18.246,17.401,15.56,13.824,14.617,16.165,17.627,16.582,14.906,12.869,11.786,11.957,12.376,12.66,12.937,13.153,13.219,13.352,13.524,14.272,15.282,15.884,15.904,15.822,15.933,16.238,16.855,17.112,16.348,15.96,15.861,17.045,18.541,19.662,19.448,18.931,18.082,18.973,19.618,20.103,19.68,18.907,18.611,18.968,20.087,21.378,21.194,20.333,19.606,19.966,20.778,21.611,22.262,22.47,21.807,20.867,18.914,18.083,21.325,25.155,28.723,26.904,23.737,21.198,22.16,24.445,27.124,26.847,25.047,23.845,25.206,27.074,28.763,26.394,23.415,21.03,22.201,24.869,27.326,25.983,24.558,22.956,24.02,21.305,22.365,25.159,24.784,25.607,25.002,22.94,24.009,22.206,21.746,24.893,27.257,26.515,28.763,26.97,28.698,27.566,29.005,29.338,29.425,29.636,28.154,29.22,30.599,29.655,28.093,28.849,28.715,28.629,27.105,29.144,30.787,29.887,27.861,26.971,25.409,27.067,25.073,25.771,26.058,27.362,26.357,26.27,26.259,21.634,17.962,18.78,28.228,28.125,30.031,29.246,28.88,30.033,28.63,30.002,34.102,34.371,33.862,32.203,32.902,33.783,33.913,34.306,35.227,34.931,35.226,35.517,34.857,37.151,38.883,39.957,41.347,41.333,44.386,42.096,42.288,37.389,38.393,36.586,40.142,35.69,36.01,33.783,32.403,31.126,31.296,31.349,31.424,30.797,31.252,36.533,30.816,27.423,24.369,25.233,26.913,31.236,25.801,25.533,27.266,28.594,32.189,31.462,33.072,32.354,34.461,35.417,37.177,38.402,39.022,38.612,37.444,38.145,39.367,37.265,38.881,36.421,38.982,42.992
"14","6","        New autos","DNEARA3",31.56,33.888,35.266,35.57,35.185,34.968,36.342,37.963,38.068,34.252,29.765,26.832,30.563,37.173,43.248,41.212,36.795,32.636,34.563,38.301,41.833,39.343,35.33,30.453,27.837,28.247,29.264,29.97,30.668,31.219,31.381,31.698,32.11,33.929,36.37,37.796,37.709,37.35,37.501,38.288,39.883,40.581,38.626,37.537,37.157,39.989,43.657,46.424,45.924,44.676,42.599,44.74,46.269,47.408,46.327,44.403,43.663,44.499,47.188,50.315,49.891,47.817,46.057,46.936,48.903,50.899,52.393,52.807,51.155,49.004,44.431,42.526,50.278,59.363,67.834,63.442,55.833,49.711,51.963,57.364,63.72,62.907,58.495,55.574,58.836,63.36,67.462,61.733,54.503,48.717,51.521,57.929,63.834,60.558,57.119,53.243,55.852,49.222,51.799,58.62,57.65,59.602,58.088,53.036,55.651,51.328,50.286,57.995,63.418,61.309,66.285,62.284,66.092,63.715,67.003,67.631,67.877,67.873,64.43,66.902,70.155,67.635,64.182,65.948,65.726,65.368,61.848,66.723,70.562,68.35,63.504,61.428,58.029,61.976,57.56,59.288,59.955,62.709,60.562,60.112,59.914,49.093,40.734,42.751,64.98,64.524,68.848,66.35,65.56,68.044,64.283,67.312,76.418,76.962,75.327,70.914,72.576,74.488,74.515,75.64,77.061,76.219,77.238,78.105,77.585,81.534,84.629,87.586,89.25,89.62,95.35,91.073,91.417,81.254,82.05,78.285,86.09,75.144,75.779,70.172,68.705,65.18,65.504,65.161,65.433,64.241,65.681,75.088,64.417,57.277,49.993,51.449,56.382,67.124,54.645,52.803,56.459,59.489,66.803,65.163,67.848,66.097,70.179,72.549,75.522,77.981,79.297,77.985,75.115,75.959,77.641,72.638,76.843,72.086,77.868,86.561
"15","7","          New domestic autos","DNDCRA3",44.419,47.596,49.918,50.199,49.443,48.942,51.194,53.549,53.957,48.061,41.004,36.171,42.481,52.725,62.231,59.343,52.751,46.519,49.442,55.345,60.894,57.193,51.143,43.784,40.045,40.588,42.076,43.347,44.335,45.053,45.446,45.845,46.593,49.427,53.145,55.955,55.228,54.904,55.183,56.492,59.04,60.178,57.017,55.477,54.997,59.055,64.762,68.781,68.055,65.902,62.748,65.953,68.319,69.876,68.548,65.629,64.328,65.845,70.063,74.221,72.848,70.491,67.624,68.519,71.741,74.786,76.936,77.469,75.015,71.394,64.352,61.811,73.226,87.791,100.341,93.716,81.5,71.98,75.284,83.302,93.371,91.996,85.052,79.805,85.175,92.112,98.49,89.786,78.76,69.803,73.96,83.531,92.144,87.057,81.906,75.953,80.279,69.713,73.271,83.656,81.742,84.874,82.28,74.362,78.706,71.781,69.973,81.439,89.18,85.554,93.092,87.249,93.059,89.145,93.975,94.999,93.716,94.718,89.637,93.151,97.767,96.112,89.454,91.054,90.333,90.468,85.168,92.109,97.693,93.561,86.084,83.375,78.443,83.868,77.448,79.751,79.763,83.937,80.305,80.277,81.341,61.541,49.18,51.103,86.074,85.286,91.034,86.533,85.81,89.033,82.121,86.737,102.274,103.728,100.851,95.27,95.892,99.52,98.848,100.982,102.564,101.011,102.389,103.386,101.271,106.828,110.103,113.787,117.672,116.808,125.013,119.156,120.422,103.127,106.126,101.833,114.412,97.381,91.92,84.425,83.182,79.323,81.332,82.784,83.907,81.846,83.124,95.712,77.07,67.409,58.12,64.423,66.636,78.644,63.286,60.462,67.352,68.84,79.533,77.826,82.273,81.12,88.445,91.336,97.672,100.005,102.337,100.456,95.843,97.453,98.717,89.888,94.148,85.445,95.295,110.149
"16","8","          New foreign autos","DNFCRA3",7.859,8.622,8.257,8.606,8.904,9.211,8.968,9.236,8.782,8.799,9.052,9.623,8.598,8.51,8.256,7.792,7.384,7.047,7.137,6.884,6.696,6.441,6.182,5.881,5.333,5.501,5.648,5.312,5.477,5.72,5.455,5.623,5.414,5.363,5.447,4.321,5.415,4.99,4.905,4.731,4.568,4.454,4.722,4.467,4.271,4.842,4.751,5.211,5.128,5.549,5.458,5.635,5.621,5.99,5.364,5.274,5.57,5.15,5.02,6.246,7.575,6.02,6.3,7.152,6.805,6.866,7.152,7.347,7.173,7.734,7.711,6.978,7.977,6.957,7.909,7.635,8.52,8.665,8.976,9.553,9.063,9.287,9.544,10.914,10.29,10.364,10.269,10.025,9.793,9.852,10.164,10.741,11.654,11.717,11.433,11.386,10.829,11.456,12.224,12.476,13.247,13.023,13.499,13.731,13.158,13.632,14.004,14.786,15.935,16.625,16.878,16.271,16.389,16.847,17.292,17.19,20.258,18.397,17.976,18.528,19.269,15.149,17.608,19.682,20.381,19.112,18.873,19.939,20.559,21.886,21.89,20.978,20.401,21.622,20.898,21.564,23.44,23.572,24.164,22.934,20.406,26.148,25.168,27.364,26.091,26.25,27.952,29.147,28.231,29.351,31.402,31.507,28.751,27.618,28.277,26.015,29.598,28.341,29.659,28.921,30.046,30.516,30.873,31.499,33.923,34.908,37.673,39.289,36.856,39.506,40.671,39.308,37.951,40.943,37.673,34.881,33.876,34.154,46.04,43.913,42.032,39.119,36.332,32.675,31.375,31.786,33.527,37.067,41.101,38.611,35.022,27.534,37.487,45.902,38.73,38.698,36.388,42.265,43.349,41.833,41.267,38.412,36.509,37.917,34.689,37.379,36.822,36.56,36.905,36.334,38.79,40.844,44.948,47.469,45.745,43.072
"17","9","        New light trucks","DNWTRA3",0.769,0.835,0.894,0.91,0.897,0.881,0.882,0.884,0.866,0.8,0.729,0.684,0.761,0.868,0.974,0.953,0.894,0.834,0.842,0.873,0.903,0.857,0.797,0.723,0.701,0.707,0.713,0.703,0.688,0.672,0.671,0.676,0.684,0.689,0.71,0.742,0.84,0.955,1.042,1.012,0.95,0.899,0.963,1.066,1.165,1.209,1.201,1.18,1.164,1.153,1.155,1.182,1.215,1.248,1.283,1.309,1.32,1.347,1.38,1.4,1.382,1.36,1.349,1.349,1.362,1.39,1.459,1.528,1.551,1.446,1.301,1.21,1.333,1.532,1.714,1.676,1.58,1.52,1.592,1.725,1.863,1.963,1.971,1.959,2.005,2.036,2.055,2.011,1.974,1.944,1.984,2.066,2.139,2.135,2.103,2.074,2.068,2.065,2.074,2.078,2.118,2.162,2.188,2.198,2.195,2.136,2.075,2.062,2.319,2.533,2.909,2.633,2.934,2.652,2.817,2.953,2.928,3.307,3.177,3.273,3.359,3.513,3.248,3.308,3.231,3.339,3.191,3.268,3.397,3.406,3.329,3.257,2.953,3.029,2.698,2.682,2.706,3.022,2.797,2.968,3.094,2.745,2.298,2.283,2.908,3.056,3.3,3.722,3.645,3.888,4.131,4.365,5.03,5.113,5.399,5.661,5.694,5.87,6.082,5.961,6.566,6.653,6.435,6.322,5.526,6.733,7.56,7.32,8.579,8.284,9.546,8.585,8.676,7.36,8.567,8.093,8.739,8.786,8.894,9.013,7.625,7.92,7.988,8.33,8.267,8.018,7.777,10.327,7.923,7.087,6.955,7.43,6.831,6.698,6.115,6.982,7.403,7.56,8.629,8.531,9.44,9.435,10.212,10.187,11.152,11.541,11.684,11.911,11.922,12.554,13.503,13.407,13.22,12.308,12.655,13.462
"18","10","      Net purchases of used motor vehicles (56)","DNPVRA3",17.772,22.615,21.232,24.397,24.107,23.629,19.574,18.915,26.979,17.184,32.905,26.694,19.026,17.951,18.782,25.553,23.062,24.482,24.286,21.678,23.657,23.601,25.764,22.975,24.559,23.751,25.736,22.391,20.851,19.834,20.833,21.357,20.872,19.79,19.446,21.207,19.925,22.243,22.146,20.778,21.527,20.406,22.123,21.822,25.226,13.117,22.075,23.369,21.795,20.89,22.534,21.072,19.826,22.834,25.961,22.561,24.742,17.847,22.758,21.263,24.785,22.647,20.239,21.317,22.445,20.403,22.845,22.058,18.061,28.238,23.947,14.858,18.789,22.147,22.333,23.65,23.564,23.505,22.478,24.834,30.596,21.476,24.835,25.308,23.98,25.136,25.309,27.162,23.292,22.264,21.859,20.759,24.685,21.388,21.926,25.858,25.589,23.89,23.688,25.123,24.365,25.481,24.665,26.706,25.789,26.615,26.066,25.458,23.566,23.066,24.928,23.02,25.667,25.081,27.068,25.309,29.59,26.988,23.714,25.673,26.625,27.409,26.781,25.261,26.207,26.213,25.83,26.294,27.87,25.06,30.308,24.408,24.332,25.263,24.551,26.125,26.706,26.353,24.363,27.122,24.661,26.207,22.299,22.956,25.286,21.336,23.161,26.311,24.194,25.712,26.616,23.861,28.101,26.275,25.335,27.878,30.89,21.121,27.477,26.061,25.025,26.408,26.327,28.323,26.358,28.926,28.412,25.931,27.811,30.087,27.309,27.416,28.909,26.086,28.603,27.675,26.555,27.067,23.757,25.712,26.676,23.616,27.815,25.937,28.412,25.431,24.99,26.708,26.253,27.553,23.681,24.405,23.514,19.818,25.269,25.953,25.975,23.918,26.051,24.464,27.505,25.571,26.08,28.315,27.111,30.657,28.452,33.078,24.865,30.488,29.141,29.055,28.79,28.089,26.587,26.921
"19","11","        Used autos","DNPURA3",37.697,48.212,45.098,52.024,51.404,50.387,41.521,40.072,57.794,36.401,70.977,57.443,40.517,38.021,39.625,54.432,49.066,52.273,51.798,46.02,50.265,50.231,55.039,49.085,52.575,50.85,55.146,47.902,44.571,42.391,44.586,45.742,44.667,42.307,41.544,45.329,42.384,47.303,46.966,44.06,45.802,43.415,47.076,46.296,53.622,27.103,46.711,49.549,46.046,44.127,47.734,44.524,41.753,48.277,55.064,47.618,52.373,37.302,48.006,44.74,52.457,47.815,42.577,44.918,47.368,42.877,48.114,46.316,37.581,59.884,50.713,31.05,39.495,46.589,46.776,49.642,49.565,49.547,47.222,52.163,64.529,44.639,51.928,52.978,50.032,52.513,52.868,56.932,48.556,46.343,45.433,43.003,51.44,44.286,45.472,53.97,53.44,49.78,49.338,52.255,50.555,52.924,51.108,55.523,53.559,55.557,54.438,53.136,49.078,47.779,51.5,47.956,53.444,52.402,56.859,52.974,62.256,56.544,49.535,53.648,55.627,57.348,56.21,52.791,54.794,54.78,53.928,54.901,58.173,51.949,63.354,50.651,50.516,52.465,51.134,54.36,55.64,54.678,50.499,56.3,50.826,54.596,46.504,47.956,52.669,44.005,47.795,54.56,50.021,53.138,55.173,49.158,57.973,54.23,52.043,57.376,64.042,42.861,56.488,53.917,51.467,54.428,54.235,58.565,54.626,59.794,58.365,53.095,56.782,61.801,55.39,55.763,58.93,53.35,58.429,56.597,53.963,55.176,48.053,52.243,54.417,47.7,56.64,52.714,58.084,51.794,51.151,54.053,53.803,56.468,48.261,49.614,47.764,39.895,51.742,53.23,53.154,48.698,53.432,50.055,56.302,52.494,53.418,58.181,55.347,62.855,58.137,67.72,50.174,61.992,58.854,58.703,58.181,56.479,53.225,53.726
"20","12","          Net transactions in used autos","DNETRA3",6.167,13.419,11.246,16.025,15.192,14.394,7.948,6.529,19.846,4.756,31.835,22.192,8.325,6.544,7.865,18.438,15.18,16.897,17.746,13.026,16.355,17.051,21.087,17.051,20.49,20.081,22.935,18.603,15.683,14.307,15.738,16.736,17.341,13.749,12.424,16.245,14.071,17.845,17.196,15.427,16.882,15.797,18.218,17.872,24.782,1.682,16.874,19.928,17.459,16.099,18.996,15.911,13.627,19.774,23.787,19.26,24.326,8.82,19.715,16.272,23.17,18.627,15.038,16.3,18.623,16.3,20.399,18.269,10.479,31.743,24.534,5.216,11.847,17.923,18.977,21.783,21.296,21.185,18.764,23.563,35.009,16.005,22.777,24.652,22.074,25.226,23.846,30.332,23.603,20.643,19.208,17.066,27.073,18.709,19.767,27.073,26.02,24,24.019,25.411,24.291,26.798,24.766,29.77,27.962,29.837,28.826,27.113,22.742,20.918,24.664,23.434,27.525,25.285,30.965,26.708,36.801,29.864,22.317,26.315,28.241,30.002,30.556,27.305,28.936,30.505,28.897,29.73,32.902,26.944,36.176,25.191,26.354,28.697,29.094,30.627,30.972,31.582,25.509,32.014,26.213,31.523,24.833,25.328,29.074,18.32,21.598,28.587,23.115,27.117,28.665,22.31,31.743,26.374,23.996,29.66,37.965,13.533,29.294,24.809,23.347,26.759,27.529,32.022,28.437,32.317,30.568,23.681,26.095,34.278,26.834,29.208,33.535,28.795,34.227,33.425,28.964,30.359,24.212,31.888,35.913,29.499,39.702,32.796,38.735,30.21,29.62,32.635,33.146,39.195,31.845,33.221,29.994,18.776,33.559,35.202,34.007,28.579,33.571,31.385,35.984,30.245,29.789,34.978,28.433,39.69,33.382,46.007,24.975,39.946,36.605,35.78,36.915,34.192,31.047,30.12
"21","13","          Used auto margin","DMARRA3",149.038,153.872,151.782,153.672,155.466,156.99,153.175,155.023,154.43,147.999,143.761,139.277,145.955,145.955,145.112,149.954,145.093,151.301,142.367,144.046,144.015,139.669,140.154,135,132.006,127.264,130.601,122.279,123.908,123.519,123.607,123.607,115.563,124.558,128.634,124.989,123.842,125.547,127.426,123.911,124.52,121.09,123.195,121.633,117.557,121.417,128.153,125.128,122.849,121.841,123.303,124.231,123.496,123.195,131.428,121.775,117.972,126.494,121.429,123.376,123.927,125.663,120.097,124.096,123.927,117.934,119.273,121.398,119.731,118.045,112.603,116.106,122.056,124.623,120.855,120.378,122.418,124.396,123.453,123.519,125.52,123.927,125.763,122.803,121.56,119.508,126.144,117.303,110.829,115.205,115.64,114.647,108.781,113.049,113.569,119.293,120.944,114.597,112.657,118.596,116.517,117.399,116.537,114.824,114.023,114.801,114.289,115.263,116.333,118.28,118.28,109.312,115.328,120.844,115.655,116.352,115.224,118.28,118.45,119.974,120.64,120.874,114.608,113.323,115.066,111.217,111.949,112.668,114.035,111.237,121.871,112.226,107.738,106.999,100.967,107.418,110.863,106.672,110.22,109.501,108.689,104.778,97.703,101.256,105.836,109.493,112.403,114.381,115.078,114.832,115.882,114.131,116.244,119.42,118.981,120.432,118.796,117.68,118.673,122.353,118.146,119.758,115.982,118.223,114.735,121.248,121.306,122.934,128.522,122.118,121.594,116.032,114.67,110.12,111.129,107.245,110.309,110.521,103.034,97.33,94.285,88.747,92.373,96.626,99.066,101.264,99.516,101.295,99.131,92.553,84.524,85.444,87.665,90.96,91.014,91.587,94.436,94.794,96.318,90.883,99.324,101.726,105.867,107.861,115.317,111.252,112.079,110.728,107.788,108.827,106.279,107.888,103.504,104.778,102.045,105.817
"22","14","          Employee reimbursement","DREERA3",55.587,56.881,55.716,56.105,57.722,66.329,57.011,57.787,57.011,57.464,59.081,58.24,57.852,59.47,58.693,58.693,60.699,68.723,59.146,60.699,59.923,59.534,60.376,60.376,60.764,62.382,61.993,62.382,64.323,73.318,64.323,66.264,66.264,66.652,68.206,68.594,69.37,71.312,70.923,70.47,73.253,80.889,72.412,73.577,73.577,73.512,75.453,75.065,75,76.489,76.23,76.1,77.265,86.389,77.653,79.206,78.43,78.818,79.854,79.077,79.077,80.112,79.401,79.789,81.277,95.19,80.889,81.536,81.536,81.924,83.024,83.024,83.283,85.16,84.772,85.936,87.295,99.073,87.489,90.078,89.366,89.949,92.472,91.76,92.861,94.349,94.672,95.449,97.455,109.815,97.779,99.073,98.167,98.296,99.526,99.202,99.914,100.755,100.043,99.72,101.079,111.303,100.173,101.014,100.367,100.173,101.338,99.461,99.59,100.108,99.59,99.073,100.043,110.527,99.073,99.526,99.008,98.555,98.037,98.037,97.52,97.067,97.067,97.067,97.067,108.779,96.614,96.161,95.708,96.161,95.708,94.802,93.961,93.508,93.508,92.666,92.666,102.697,91.437,91.049,90.272,90.272,90.337,89.949,89.56,89.172,88.395,88.46,88.072,97.067,86.648,85.936,85.936,86.389,86.389,86.001,85.678,85.354,84.189,83.866,84.448,92.925,83.801,83.477,83.154,82.83,82.83,82.183,80.824,80.177,79.918,79.595,80.048,88.978,79.142,79.53,78.948,79.401,79.789,79.659,80.048,80.889,81.73,81.212,81.471,91.307,81.795,81.73,81.342,81.212,80.76,80.889,80.242,79.724,78.365,77.912,77.395,84.06,75.906,75.453,74.871,74.418,73.706,72.865,72.8,73.382,74.094,74.224,74.353,82.183,75.13,75.777,76.1,76.553,76.877,77.006
"23","15","        Used light trucks","DUTRRA3",0.526,0.567,0.602,0.607,0.6,0.586,0.577,0.579,0.563,0.529,0.481,0.449,0.496,0.554,0.646,0.66,0.622,0.583,0.601,0.629,0.668,0.632,0.596,0.53,0.52,0.5,0.522,0.488,0.471,0.45,0.447,0.443,0.448,0.445,0.449,0.48,0.543,0.611,0.668,0.63,0.582,0.551,0.594,0.651,0.705,0.727,0.717,0.713,0.741,0.713,0.704,0.714,0.739,0.76,0.778,0.791,0.793,0.809,0.812,0.815,0.796,0.787,0.78,0.785,0.79,0.809,0.852,0.895,0.908,0.841,0.749,0.68,0.74,0.854,0.965,0.968,0.912,0.853,0.898,0.998,1.092,1.119,1.129,1.116,1.148,1.164,1.175,1.153,1.137,1.126,1.142,1.165,1.216,1.212,1.204,1.225,1.196,1.18,1.182,1.293,1.324,1.355,1.382,1.389,1.375,1.252,1.211,1.204,1.178,1.304,1.49,1.144,1.29,1.154,1.065,1.109,1.106,1.149,1.099,1.177,1.227,1.213,1.078,1.155,1.183,1.199,1.213,1.231,1.316,1.398,1.376,1.329,1.311,1.352,1.226,1.336,1.323,1.441,1.361,1.467,1.553,1.302,1.078,1.061,1.26,1.325,1.423,1.454,1.431,1.534,1.484,1.523,1.742,1.613,1.716,1.819,1.718,1.771,1.832,1.514,1.66,1.673,1.686,1.667,1.466,1.712,1.932,1.882,2.133,2.044,2.359,2.256,2.284,1.934,2.171,2.055,2.218,2.136,2.147,2.153,2.083,2.178,2.242,2.161,2.129,2.044,1.821,2.408,1.855,1.946,1.883,2.036,1.991,1.965,1.82,1.804,1.897,1.937,1.805,1.791,1.994,1.73,1.86,1.872,2.076,2.133,2.133,2.37,2.387,2.525,2.758,2.73,2.692,2.877,2.929,3.116
"24","16","          Net transactions in used trucks","DUTNRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","17","          Used truck margin","DUTMRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
