"","Table 7U# Chain-Type Price Indexes for BEA Retail and Food Servi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"71","2","S1 PN44ZZZZMG Retail trade","T070023",102.522,102.358,102.315,102.122,101.951,101.792,101.924,102.138,102.345,102.876,103.105,103.861,104.331,104.828,105.648,106.493,107.054,106.986,107.181,107.458,107.655,107.535,107.644,107.409,107.74,108.066,108.444,108.441,108.007,107.628,107.496,108.192,108.772,109.028,108.377,108.046,107.995,108.767,108.154,107.539,107.503,107.938,107.997,107.979,107.929,107.7,107.517,107.654,107.627,107.586,107.353,107.621,107.761,108.142,108.141,107.718,107.625,107.317,106.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","3","S1 PN441ZZZMG   Motor vehicle and parts dealers","T070033",103.693,103.967,104.076,104.283,104.422,104.664,104.913,105.137,105.162,105.162,105.243,105.291,105.6,106.069,106.309,106.946,107.782,108.409,108.483,108.567,108.588,108.503,108.643,108.671,108.74,108.759,109.185,109.388,109.566,109.481,109.633,109.54,109.517,109.597,109.696,109.923,109.865,109.952,110.184,110.19,110.207,110.236,110.269,110.265,110.394,110.319,110.273,110.263,110.088,110.253,109.765,110.221,110.181,110.038,110.113,110.15,110.02,110.157,109.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","4","S4 PN4411ZZMG     Automobile dealers","T070043",104.179,104.489,104.637,104.851,104.991,105.209,105.458,105.694,105.729,105.71,105.762,105.805,106.04,106.521,106.816,107.498,108.33,108.966,109.054,109.135,109.129,109.039,109.154,109.125,109.18,109.169,109.653,109.909,110.085,109.964,110.063,109.969,109.917,109.98,110.092,110.329,110.286,110.393,110.621,110.648,110.663,110.716,110.72,110.752,110.924,110.832,110.757,110.745,110.538,110.705,110.152,110.627,110.664,110.484,110.561,110.598,110.446,110.616,110.391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","5","S4 PN4412ZZMG     Other motor vehicle dealers","T070053",101.812,101.964,101.989,102.125,101.989,102.583,102.7,102.749,102.96,102.961,103.229,103.167,103.646,104.141,104.257,104.627,105.237,105.739,105.933,105.903,105.816,105.938,106.11,106.18,106.237,106.47,106.527,106.507,106.474,106.763,107.06,106.957,107.2,107.397,107.563,107.732,107.805,107.863,107.855,108.186,108.121,108.083,108.451,108.127,107.777,107.961,108.248,108.171,108.23,108.559,108.504,109.015,108.269,108.367,108.396,108.438,108.517,108.521,108.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","6","S2 PN4413ZZMG     Automotive parts, accessories and tire stores","T070063",101.131,101.2,101.048,101.24,101.515,101.748,102.063,102.291,102.129,102.281,102.484,102.63,103.463,103.816,103.676,104.105,105.097,105.721,105.623,105.791,106.077,105.916,106.248,106.734,106.937,107.072,107.222,107.101,107.427,107.432,107.979,107.899,107.984,108.148,108.099,108.266,107.977,107.904,108.324,107.916,108.015,107.849,107.948,107.795,107.829,107.749,107.767,107.822,107.808,107.834,107.689,107.929,107.581,107.671,107.75,107.786,107.752,107.624,107.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","7","S1 PN44DZZZMG   Furniture, home furnishings, electronics and appliance stores","T070073",97.164,96.44,96.181,95.57,95.269,94.57,93.97,93.62,93.413,93.265,92.631,91.885,91.733,91.613,91.382,91.399,91.226,91.139,90.837,90.362,89.801,89.483,89.058,88.811,88.584,88.309,87.957,87.421,87.171,86.687,86.466,85.924,85.605,85.409,85.148,84.701,84.696,84.618,84.257,83.607,83.494,83.34,82.542,82.202,81.935,81.655,81.354,80.78,80.895,80.259,80.046,79.79,79.316,79.081,78.673,78.367,78.009,77.883,76.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","8","S1 PN442ZZZMG     Furniture and home furnishings stores","T070083",98.485,97.777,97.698,96.989,97.062,96.445,95.889,95.39,95.501,95.488,94.865,94.554,94.833,94.847,94.917,95.118,95.662,96.121,95.792,95.695,95.325,95.365,95.198,95.256,95.137,95.032,95.221,95.175,95.009,94.92,95.028,94.56,94.526,94.456,94.273,93.774,94.012,93.964,93.764,93.545,93.404,93.391,92.618,92.363,92.111,92.081,91.818,91.342,91.684,91.087,91.069,90.898,90.708,91.056,90.72,90.304,90.243,90.387,89.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","9","S4 PN4421ZZMG       Furniture Stores","T070093",98.485,97.965,97.622,96.225,96.736,95.915,95.381,94.841,94.681,94.634,94.291,94.263,94.035,93.867,94.329,94.578,95.003,95.621,94.957,94.963,94.432,94.665,94.914,95.613,95.298,95.132,95.755,95.668,95.754,95.659,95.962,95.495,95.542,95.426,95.297,94.884,94.426,94.679,94.837,94.749,94.651,94.796,94.124,93.912,93.229,93.146,92.78,92.403,92.549,91.66,91.603,91.997,91.94,92.095,91.077,90.468,89.983,90.478,90.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","10","S4 PN4422ZZMG       Home furnishings stores","T070103",98.512,97.588,97.823,97.927,97.474,97.106,96.523,96.072,96.505,96.533,95.565,94.904,95.784,96.019,95.612,95.762,96.451,96.723,96.78,96.555,96.366,96.179,95.526,94.84,94.958,94.932,94.604,94.607,94.151,94.072,93.957,93.493,93.376,93.364,93.126,92.533,93.507,93.147,92.574,92.216,92.032,91.853,90.978,90.678,90.888,90.911,90.757,90.174,90.739,90.461,90.49,89.7,89.364,89.918,90.328,90.129,90.544,90.29,89.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","11","S1 PN443ZZZMG     Electronics and appliance stores","T070113",96.027,95.291,94.883,94.356,93.743,92.976,92.34,92.116,91.642,91.38,90.736,89.627,89.122,88.89,88.411,88.277,87.524,87.002,86.723,85.951,85.24,84.642,84.024,83.54,83.23,82.82,82.044,81.127,80.81,80.026,79.556,78.961,78.428,78.14,77.824,77.419,77.23,77.13,76.648,75.681,75.588,75.332,74.52,74.12,73.844,73.38,73.052,72.407,72.356,71.697,71.346,71.031,70.353,69.699,69.248,69.026,68.47,68.165,66.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","12","S1 PN444ZZZMG   Building material and garden equipment and supplies dealers","T070123",99.529,99.855,100.238,100.755,101.056,100.338,99.836,99.376,99.292,99.332,99.159,99.329,99.851,100.272,100.824,100.846,100.86,100.689,100.877,101.548,101.488,101.665,101.513,101.456,101.876,102.444,102.643,102.818,103.028,102.992,102.837,102.866,102.701,102.755,103.238,103.246,103.883,104.381,104.516,104.879,104.446,104.089,103.886,104.172,104.355,104.346,104.175,103.95,104.401,105.058,104.984,104.399,104.263,104.284,104.3,104.623,105.067,105.11,104.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","13","S2 PN4441ZZMG     Building material and supplies dealers","T070133",99.444,99.95,100.458,101.082,101.447,100.701,100.149,99.609,99.506,99.528,99.399,99.514,100.141,100.59,100.962,101,101.119,101.06,101.313,101.958,101.848,102.08,101.9,101.866,102.331,102.93,103.2,103.371,103.689,103.629,103.486,103.547,103.44,103.401,103.873,103.949,104.708,105.282,105.543,105.967,105.491,105.018,104.751,105.063,105.239,105.333,105.248,104.97,105.464,106.163,106.102,105.545,105.475,105.5,105.57,105.941,106.497,106.422,105.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","14","S3 PN4442ZZMG     Lawn and garden equipment and supplies stores","T070143",100.067,99.261,98.846,98.729,98.652,98.114,97.91,97.915,97.938,98.076,97.659,98.159,98.066,98.327,99.913,99.838,99.248,98.454,98.283,99.096,99.315,99.188,99.183,99.006,99.196,99.596,99.419,99.611,99.261,99.35,99.126,98.986,98.535,99.048,99.591,99.259,99.285,99.407,98.945,98.999,98.775,98.979,99.087,99.243,99.467,98.95,98.356,98.399,98.635,99.083,98.947,98.238,97.798,97.799,97.565,97.658,97.571,98.181,98.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","15","S1 PN445ZZZMG   Food and beverage stores","T070153",100.477,100.616,100.814,100.849,100.913,100.863,101.019,101.141,101.449,101.663,101.827,102.19,102.62,103.262,104.153,104.543,104.985,105.168,105.543,106.139,106.796,106.959,107.011,107.228,107.5,107.552,107.896,108.002,107.919,108.149,108.241,108.384,108.319,108.62,108.77,108.914,108.89,109.103,109.213,109.235,109.084,109.394,109.572,109.682,109.628,109.648,109.586,109.632,109.686,110.001,110.459,110.828,111.436,111.573,111.813,112.063,112.25,112.206,112.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","16","S1 PN4451ZZMG     Grocery stores","T070163",100.505,100.662,100.877,100.917,100.963,100.904,101.031,101.17,101.49,101.718,101.915,102.296,102.757,103.434,104.395,104.788,105.271,105.464,105.881,106.509,107.211,107.373,107.437,107.67,107.917,107.984,108.357,108.478,108.38,108.619,108.718,108.883,108.81,109.149,109.287,109.41,109.379,109.597,109.683,109.699,109.536,109.867,110.032,110.144,110.1,110.122,110.035,110.048,110.114,110.492,110.966,111.371,112.007,112.19,112.444,112.635,112.84,112.805,112.899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","17","S3 PN4452ZZMG     Specialty food stores","T070173",99.741,99.941,100.237,100.371,100.434,100.319,100.281,100.347,100.71,100.868,101.002,101.294,101.83,102.614,103.717,104.086,104.69,104.915,105.396,106.115,106.78,106.861,106.79,107.064,107.239,107.188,107.512,107.638,107.546,107.781,107.827,107.89,107.644,108.066,108.345,108.579,108.59,108.749,108.863,108.966,108.783,109.057,109.207,109.323,109.238,109.252,109.172,109.165,109.202,109.689,110.33,110.735,111.461,111.568,111.906,112.221,112.444,112.404,112.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","18","S2 PN4453ZZMG     Beer, wine, liquor stores","T070183",100.47,100.355,100.306,100.244,100.506,100.599,101.205,101.142,101.281,101.353,101.124,101.309,101.306,101.474,101.425,101.786,101.657,101.703,101.537,101.695,101.823,102.042,101.995,102.011,102.613,102.543,102.562,102.489,102.578,102.695,102.733,102.658,102.76,102.587,102.816,103.152,103.195,103.377,103.751,103.815,103.805,103.899,104.225,104.32,104.164,104.164,104.383,104.815,104.745,104.293,104.488,104.458,104.694,104.36,104.409,105.255,105.224,105.086,105.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
