"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"284","276","        Telecommunication services (71)","DTCSRA3",5.031,5.066,5.129,5.205,5.29,5.385,5.464,5.561,5.654,5.731,5.821,5.92,5.994,6.06,6.147,6.278,6.403,6.555,6.678,6.818,6.808,7.042,7.152,7.46,7.542,7.724,7.985,8.242,8.248,8.821,8.753,8.957,9.116,9.294,9.432,9.724,9.999,10.039,10.247,10.55,10.92,11.079,11.305,11.551,11.866,12.009,12.077,12.25,12.34,12.472,12.579,12.897,12.995,13.103,13.644,13.88,14.278,14.751,15.066,15.371,15.356,15.427,15.721,16.168,16.504,17.126,17.613,18.035,18.11,18.56,18.94,19.163,19.487,19.89,20.143,20.889,21.348,21.854,22.232,22.593,23.167,23.726,24.067,24.185,24.938,25.15,24.977,25.257,25.393,25.853,25.561,25.797,25.81,26.29,26.685,27.163,27.15,27.593,27.276,27.57,27.835,27.785,27.234,27.614,27.875,29.128,30.296,30.523,30.406,30.364,30.797,30.731,31.855,32.705,33.722,33.697,34.417,34.233,35.523,35.858,36.432,37.091,37.715,38.68,38.546,39.078,40.001,39.395,39.37,40.592,41.819,42.452,43.626,45.106,46.544,46.793,46.358,47.42,48.688,48.954,49.851,50.339,51.25,51.784,51.755,52.659,54.064,55.285,56.27,57.712,58.553,59.902,61.533,62.921,65.468,67.288,67.958,68.503,70.301,70.898,72.326,75.243,77.709,78.728,80.698,84.094,86.137,87.018,87.959,89.705,90.371,89.533,89.28,89.689,89.291,88.573,88.649,89.477,89.886,89.19,90.058,92.148,93.767,94.081,95.093,96.703,97.431,97.926,100.546,102.322,101.021,101.239,101.798,102.092,102.375,103.798,104.593,104.851,104.821,103.154,100.974,99.77,99.281,99.975,101.626,101.99,103.021,103.142,106.753,107.879,108.765,107.278,107.964,107.66,108.383,110.936,111.306,112.917,114.517,115.485,117.799,119.104
"285","277","          Land-line telephone services, local charges","DLOCRA3",23.217,23.444,23.834,24.249,24.588,24.977,25.282,25.738,26.189,26.598,27.021,27.487,27.815,28.111,28.52,29.121,29.706,30.437,30.996,31.644,31.57,32.634,33.126,34.601,34.966,35.877,37.103,38.28,38.276,40.938,40.6,41.526,42.274,43.12,43.728,45.111,46.379,46.588,47.514,48.942,50.689,51.383,52.423,53.577,55.084,55.76,56.103,56.861,57.294,57.905,58.408,59.853,60.283,60.808,63.277,64.383,66.248,68.4,69.915,71.296,71.315,71.636,73.013,75.086,76.633,79.503,81.752,83.65,84.04,86.096,87.846,88.921,90.409,92.276,93.497,96.945,98.551,100.689,102.206,104.113,107.092,109.757,111.548,111.647,113.437,113.765,113.698,113.683,112.184,113.286,113.823,114.589,114.522,115.503,116.042,117.297,117.105,119.596,118.63,120.468,116.688,116.602,114.298,114.229,116.582,116.41,116.178,117.154,117.855,115.109,111.573,111.363,113.159,112.484,111.679,112.67,111.882,110.119,114.481,113.314,112.53,112.211,111.499,115.292,113.559,115.541,117.297,115.188,113.788,116.876,117.978,117.493,117.711,120.983,122.5,122.695,121.908,125.643,127.803,129.92,130.988,132.862,134.731,135.376,134.778,137.366,139.146,139.896,142.181,147.582,147.598,150.281,151.697,154.252,157.327,157.912,158.798,161.444,162.54,163.442,163.998,170.075,169.852,170.267,171.832,175.804,172.215,173.472,174.581,172.665,168.005,166.09,163.47,163.072,158.031,152.091,147.957,142.9,136.596,133.676,131.217,130.31,129.36,129.001,129.468,128.207,126.534,124.009,127.741,129.273,125.95,122.675,120.001,118.249,115.542,115.139,115.617,114.72,113.237,108.056,103.894,99.898,98.322,97.886,97.612,97.317,95.709,94.431,91.47,89.432,89.261,83.895,83.747,82.974,81.871,83.773,86.055,84.314,84.068,83.544,83.445,83.562
"286","278","          Land-line telephone services, long-distance charges","DLDTRA3",11.278,11.323,11.413,11.552,11.769,12.006,12.212,12.429,12.623,12.77,12.968,13.185,13.359,13.509,13.701,13.995,14.273,14.599,14.877,15.193,15.182,15.715,15.972,16.635,16.822,17.197,17.769,18.349,18.38,19.655,19.518,19.981,20.329,20.714,21.038,21.675,22.294,22.373,22.853,23.519,24.328,24.705,25.214,25.753,26.434,26.748,26.883,27.293,27.485,27.779,28.015,28.737,28.971,29.199,30.426,30.946,31.823,32.898,33.574,34.27,34.191,34.355,35.002,36.002,36.753,38.152,39.242,40.212,40.357,41.378,42.232,42.707,43.435,44.336,44.876,46.546,47.837,49.071,50.038,50.72,51.842,53.047,53.703,54.191,56.757,57.566,56.796,58.12,59.587,61.191,59.476,60.178,60.276,62.044,63.665,65.292,65.348,66.074,65.077,65.439,69.124,68.921,67.55,69.659,69.451,76.274,82.877,83.376,82.11,83.985,89.522,89.261,94.68,100.605,107.817,106.382,111.512,111.667,115.267,118.066,122.316,125.993,129.585,131.159,131.507,132.003,135.394,132.732,133.709,137.736,144.076,147.36,152.838,157.098,163.357,163.144,160.513,160.257,163.041,161.672,165.113,163.069,163.348,163.565,162.823,161.856,164.063,168.078,168.526,167.702,169.354,172.831,181.72,186.468,196.794,202.947,199.404,194.744,199.359,195.024,196.414,200.961,207.879,201.465,199.422,202.835,206.276,197.077,186.83,188.847,186.094,168.206,160.459,153.953,155.037,151.849,149.484,155.53,162.601,162.912,164.117,166.886,167.477,158.179,155.665,154.567,152.826,150.007,147.508,145.409,131.349,129.27,128.401,127.804,125.391,124.705,124.194,122.225,119.598,113.042,107.511,101.507,97.339,93.643,89.168,86.214,83.562,82.62,85.606,87.338,88.016,83.898,80.288,76.876,72.928,71.088,70.675,67.776,66.599,65.696,65.618,65.726
"287","279","          Cellular telephone services","DCELRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029,0.048,0.061,0.069,0.078,0.088,0.101,0.104,0.096,0.115,0.142,0.179,0.24,0.301,0.366,0.454,0.516,0.67,0.864,0.971,1.058,1.175,1.306,1.404,1.464,1.586,1.727,1.951,2.282,2.575,2.855,3.068,3.12,3.527,3.988,4.072,4.287,4.713,5.234,5.604,5.771,6.324,7.071,7.589,8.113,8.761,9.397,9.815,9.933,10.22,10.803,11.727,12.864,13.714,14.816,16.072,17.432,18.853,20.794,23.231,25.834,28.706,31.856,34.516,37.607,40.414,43.493,46.537,48.615,50.68,51.565,53.135,55.128,57.033,58.649,58.618,60.677,63.748,66.476,68.64,70.427,73.558,75.611,77.826,80.823,83.326,84.984,86.995,89.113,90.404,92.408,94.971,96.128,97.274,98.348,99.126,98.439,99.372,100.068,102.121,105.872,107.219,110.234,111.233,118.134,120.675,122.121,123.152,125.192,125.812,128.492,132.325,131.873,136.243,139.433,141.618,145.753,147.964
"288","280","        Postal and delivery services (68)","DPSSRA3",56.523,55.553,56.351,58.111,56.922,56.897,59.253,59.959,60.056,60.551,60.525,62.636,64.694,66.228,66.378,66.522,68.809,64.562,64.889,63.125,65.341,70.782,70.5,69.201,69.723,72.933,72.853,73.928,75.66,75.865,76.136,77.247,79.187,79.632,79.911,82.5,80.588,79.167,77.875,78.001,80.131,82.853,84.019,84.553,85.779,86.808,86.875,85.156,83.823,84.154,83.525,83.374,84.753,87.576,89.3,89.374,89.803,90.364,89.744,88.354,86.455,84.104,82.613,82.338,84.008,84.672,84.649,83.158,80.593,78.083,76.862,77.179,79.952,80.641,81.376,82.432,82.485,82.323,83.252,84.235,85.388,86.615,88.571,90.425,92.391,93.81,94.432,94.356,92.938,91.534,91.017,91.419,92.861,93.799,94.872,95.928,96.819,97.888,99.557,102.843,104.894,106.077,108.916,109.318,108.994,106.402,108.217,109.05,110.016,112.28,115.918,118.695,120.294,120.404,121.109,126.761,125.711,118.605,118.104,115.859,118.675,118.57,118.046,118.759,119.12,118.928,118.843,117.751,111.639,108.775,107.57,106.453,106.991,105.458,106.201,108.949,109.3,109.524,109.515,111.368,113.916,114.702,115.838,117.706,113.785,113.717,113.604,115.339,117.3,117.682,118.102,118.135,118.121,118.518,119.54,121.696,121.459,120.082,118.962,121.123,118.417,117.949,116.638,116.917,118.171,117.195,115.566,115.821,111.749,110.475,108.69,105.264,105.335,106.12,98.446,95.181,97.039,98.513,100.263,102.671,102.049,99.983,100.66,102.432,100.917,101.699,103.431,104.182,108.639,109.28,108.03,107.192,105.975,107.269,108.18,108.937,113.897,111.732,109.515,107.541,103.697,100.823,98.417,97.063,94.841,95.085,92.503,91.265,84.445,83.224,81.651,78.692,77.513,75.706,74.981,74.706,73.498,72.845,71.677,70.706,71.635,71.736
"289","281","          First-class postal service (by U.S. Postal Service)","DPSTRA3",63.152,62.131,62.992,64.993,63.632,63.559,66.19,66.943,67.227,67.686,67.608,69.935,72.235,74.009,74.138,74.293,76.81,71.972,72.338,70.337,72.838,78.955,78.605,77.15,77.682,81.24,81.148,82.272,84.232,84.418,84.727,86.047,88.162,88.683,88.987,91.974,89.596,87.889,86.29,86.233,88.534,91.314,92.639,93.181,94.269,95.548,95.192,93.16,91.644,91.731,90.901,90.463,91.829,95.151,96.889,96.899,97.451,98.199,97.369,95.672,93.377,90.782,89.338,89.013,90.648,91.845,91.685,90.003,86.986,84.072,82.808,83.206,86.45,87.177,88.188,89.431,89.126,89.147,89.972,91.243,92.632,94.165,96.347,98.526,100.767,102.709,103.621,103.56,102.146,100.685,100.262,100.808,102.522,103.678,104.834,106.031,106.426,106.683,108.152,111.3,113.088,113.921,116.727,116.845,115.937,112.578,114.31,114.878,115.581,117.718,121.38,124.034,125.317,125.082,125.764,131.495,130.185,121.293,120.501,117.821,120.405,119.844,118.998,119.351,119.328,118.696,118.45,117.069,109.501,105.912,104.515,103.027,103.26,101.405,101.985,104.276,104.756,105.047,104.987,106.684,109.103,109.751,110.942,112.878,107.827,107.796,107.793,109.589,111.527,111.888,112.426,112.605,112.859,113.433,114.431,116.425,115.534,113.5,112.002,114.486,111.687,111.272,109.679,109.665,110.607,109.218,107.373,108.001,103.951,103.136,101.716,98.391,99.061,100.404,91.865,88.231,90.297,92.003,94.13,97.153,96.805,94.798,95.951,98.361,96.939,98.126,100.324,101.259,106.702,107.175,105.628,104.284,103.167,104.849,106.627,107.862,115.24,113.41,111.421,108.542,104.088,100.747,98.395,96.771,96.328,96.845,93.536,91.762,84.427,83.09,80.941,76.836,75.924,73.762,72.441,72.293,71.032,70.268,68.317,67.191,68.93,69.153
"290","282","          Other delivery services (by non-U.S. postal facilities)","DODSRA3",3.568,3.174,3.383,3.308,3.411,3.644,3.802,4.036,3.109,3.643,3.899,4.203,4.329,4.103,4.312,4.348,4.696,4.97,4.986,5.06,5.045,5.157,5.355,5.295,5.639,6,6.017,6.535,6.492,6.76,6.737,6.35,6.782,6.676,6.729,6.336,7.628,8.269,9.154,10.401,11.025,12.812,12.743,13.109,14.909,14.201,16.769,17.342,17.441,19.252,20.098,21.981,23.229,22.178,23.515,24.006,23.53,22.756,23.67,24.589,25.711,25.45,23.799,23.923,25.616,22.461,23.371,23.399,24.434,25.34,24.514,24.162,22.982,23.321,21.872,21.423,24.157,22.656,24.353,22.978,22.194,20.94,20.991,20.209,19.905,17.332,15.779,15.591,14.342,13.499,12.264,11.505,10.682,9.829,10.227,10.159,14.914,22.161,25.198,29.15,32.862,36.413,39.131,41.519,45.481,48.932,51.202,53.926,56.716,59.648,62.667,65.993,69.669,72.207,72.985,77.348,78.208,84.858,86.621,87.889,92.082,95.326,97.202,100.425,103.481,106.42,107.482,108.528,113.681,116.779,117.225,119.119,121.914,122.999,124.869,130.686,130.031,129.727,130.09,132.865,136.056,137.755,138.371,139.567,144.429,144.08,143.145,144.185,146.077,146.573,146.058,144.998,143.007,142.054,143.143,146.242,150.75,154.179,155.821,155.532,153.727,152.919,153.666,155.9,159.13,160.972,160.864,158.702,154.745,150.601,146.574,142.63,138.888,136.094,134.436,133.845,134.165,134.021,133.259,131.658,129.449,127.142,125.076,123.214,121.2,119.721,118.892,118.679,117.933,119.452,119.737,121.484,119.676,118.977,115.516,113.932,107.259,103.653,100.478,102.621,101.708,101.205,98.521,98.566,87.687,86.683,87.451,88.679,84.198,83.484,84.345,86.275,83.982,83.656,85.44,84.626,83.646,83.462,85.679,85.395,82.812,82.387
"291","283","        Internet access (72)","DINTRA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.013,0.019,0.025,0.031,0.035,0.043,0.05,0.06,0.07,0.086,0.104,0.134,0.169,0.198,0.229,0.255,0.299,0.336,0.37,0.403,0.413,0.462,0.546,0.666,0.837,1.011,1.247,1.556,1.832,2.24,2.648,3.054,3.457,3.791,4.079,4.447,5.034,5.056,4.875,5.324,6.064,6.69,7.723,8.954,10.691,12.393,14.54,17.399,20.071,22.807,24.603,25.383,24.674,24.98,25.241,26.288,27.535,29.435,30.6,33.003,34.934,35.601,36.591,37.93,39.643,41.014,41.687,42.487,42.452,42.178,42.116,42.105,41.439,43.458,51.628,63.48,70.559,77.023,81.332,85.662,89.046,91.854,94.717,94.936,96.473,97.72,100.907,104.9,106.814,109.738,112.21,116.145,121.038,126.428,132.787,134.513,139.802,144.59,147.155,152.645,160.01,159.675,161.125,161.073,160.881,161.075
"292","284","      Education services","DTEDRA3",27.65,29.011,29.643,29.81,30.241,30.576,30.969,31.357,31.221,33.007,32.498,32.987,33.52,34.205,35.195,36.037,36.616,37.082,37.513,38.053,38.801,39.735,40.84,42.029,43.057,43.958,45.098,46.137,47.108,47.953,49.016,50.08,51.022,51.546,52.313,53.076,54.659,55.456,56.302,57.351,57.785,58.35,59.272,60.521,61.387,62.297,63.639,63.631,64.593,65.201,65.85,66.662,66.396,67.176,69.159,69.011,70.391,70.535,69.477,70.124,69.19,67.938,66.683,67.498,67.992,69.194,69.623,71.905,72.356,71.762,70.674,71.574,72.003,71.485,71.38,74.119,75.092,75.306,75.916,76.455,76.683,75.639,75.405,76.198,75.314,75.554,76.562,76.515,75.773,75.478,74.857,75.503,74.551,74.386,73.692,74.416,75.076,75.521,75.836,76.169,75.9,76.042,75.903,76.465,76.607,76.976,77.594,77.386,77.628,77.738,77.587,77.787,78.15,78.947,79.817,79.666,80.684,81.43,83.293,83.928,84.706,85.615,86.455,86.848,87.373,87.51,87.762,87.663,87.078,87.057,86.697,86.541,87.275,87.041,87.272,86.376,85.633,85.578,86.032,86.031,85.997,85.967,86.281,86.382,86.78,87.151,87.405,87.975,88.624,89.385,90.396,90.948,91.465,91.875,92.592,93.406,94.244,94.77,95.131,96.018,96.536,96.917,97.333,98.206,99.231,100.147,101.224,102.012,102.624,103.018,102.517,101.893,100.729,100.107,100.385,99.595,99.626,99.851,99.543,99.101,98.507,97.586,96.876,96.977,97.323,97.255,97.421,97.709,98.022,98.308,98.247,99.072,99.364,99.753,99.952,100.21,100.103,100.222,100.623,100.151,99.843,99.489,99.874,100.794,101.693,102.152,102.516,102.903,102.929,102.601,102.106,102.035,101.82,101.51,101.527,101.398,101.265,102.145,102.821,103.122,103.507,103.833
"293","285","        Higher education (97)","DHEDRA3",25.011,25.65,26.13,26.414,26.104,27.003,27.888,28.409,27.436,30.406,29.323,29.868,30.384,30.712,31.454,32.042,32.425,32.886,33.489,34.225,35.093,36.048,37.234,38.57,39.836,40.951,42.531,43.863,44.761,45.23,45.84,46.523,47.144,47.569,48.454,49.301,50.321,51.043,51.68,52.807,53.234,53.821,54.98,56.614,57.679,58.813,60.825,60.532,62.138,63.14,63.976,64.838,65.29,65.316,67.541,67.093,68.794,69.051,67.884,69.716,69.597,68.208,66.546,68.142,68.107,67.827,66.885,68.561,68.99,68.778,67.816,69.783,69.858,69.48,69.731,71.978,71.771,70.426,70.379,70.886,72.151,72.524,72.715,74.523,74.06,74.415,75.671,76.343,76.038,76.078,76.794,78.057,77.874,77.998,77.876,77.821,78.006,78.108,78,77.941,77.497,77.435,77.118,77.025,76.683,76.687,76.849,76.881,77.15,77.069,77.02,76.791,77.445,77.367,77.458,77.494,77.527,77.923,79.119,79.438,79.887,80.289,80.822,81.167,81.62,81.868,82.42,82.691,82.64,82.646,82.286,82.154,82.608,82.255,81.839,81.502,80.728,80.37,80.663,80.369,80.092,80.176,80.72,81.118,81.109,81.212,80.948,81.098,81.819,82.704,83.542,85.166,85.696,85.704,86.238,87.048,88.039,88.75,89.423,90.222,90.937,91.498,91.932,93.156,94.165,95.234,96.349,97.102,97.975,98.654,98.842,97.981,96.834,96.359,96.801,96.396,96.916,97.519,97.437,97.397,96.876,96.01,95.254,95.543,96.168,96.224,96.818,96.888,97.255,97.741,97.508,98.155,98.278,98.493,98.512,98.815,98.815,98.801,99.245,99.05,99.136,99.266,100.312,101.287,101.883,102.218,102.798,103.43,103.318,102.602,102.058,101.774,101.454,101.502,101.754,102.158,102.475,103.063,103.286,103.425,103.372,103.336
"294","286","          Proprietary and public higher education","DGEDRA3",11.054,11.096,11.251,11.574,11.886,12.231,12.661,13.04,13.156,13.333,13.675,14.225,14.541,15.002,15.598,16.268,16.602,17.085,17.751,18.636,19.248,19.93,20.851,21.883,22.537,23.192,24.169,25.177,25.729,26.368,27.234,28.208,28.812,29.456,30.321,31.316,31.876,32.555,33.425,34.427,34.758,35.309,36.58,38.235,39.632,41.126,42.933,44.569,45.703,46.78,47.874,48.74,49.091,49.362,50.175,51.138,52.268,53.258,53.942,54.037,53.714,53.302,52.93,52.81,52.816,52.848,53.121,53.542,53.866,54.237,54.829,55.439,55.857,56.328,56.917,57.531,58.752,59.226,59.646,60.221,60.428,60.62,61.042,61.925,62.404,62.994,63.488,64.236,64.455,64.709,64.808,64.972,64.793,64.674,64.702,65.051,65.622,66.124,66.257,66.505,66.367,66.314,66.163,66.186,66.229,66.374,66.532,66.648,66.896,67.156,67.366,67.475,67.687,67.883,68.139,67.988,68.94,69.605,70.624,70.881,71.451,71.851,72.56,73.068,73.461,73.831,74.213,74.235,74.727,75.146,75.459,75.64,76.188,76.706,77.01,77.015,75.984,75.811,75.69,75.611,75.716,75.935,76.255,76.614,76.712,76.857,76.837,76.597,76.665,77.189,77.546,77.75,78.388,79.062,79.794,80.55,81.275,82.007,82.775,83.543,84.287,85.125,86.119,87.222,88.355,89.364,90.231,90.926,91.425,91.866,92.295,92.69,93.054,93.431,93.896,94.422,95.177,95.685,95.838,95.496,94.714,94.135,93.901,93.999,94.336,94.746,95.203,95.673,96.119,96.5,96.834,97.093,97.255,97.379,97.527,97.663,97.757,97.848,97.984,98.133,98.349,99.044,100.347,102.261,103.168,103.574,104.222,105.107,104.602,103.55,102.794,102.319,102.092,102.143,102.514,103.187,104.046,104.791,105.377,105.776,106.06,106.363
"295","287","          Nonprofit private higher education services to households","DPEDRA3",48.167,49.79,50.814,51.029,49.679,51.505,53.147,53.904,51.119,58.727,55.273,55.807,56.655,56.763,57.745,58.195,58.658,59.084,59.581,60.068,61.359,62.766,64.389,66.227,68.507,70.385,72.965,74.833,76.303,76.486,76.668,76.862,77.508,77.568,78.484,79.078,80.863,81.653,81.9,83.232,83.816,84.462,85.431,87.024,87.53,88.061,90.408,86.901,89.289,90.159,90.563,91.415,92.034,91.652,96.22,93.427,96.072,95.104,90.861,95.574,95.794,92.787,88.984,93.433,93.33,92.531,89.566,93.325,93.927,92.744,89.2,93.42,92.925,91.135,90.818,95.772,93.192,88.851,88.032,88.424,91.434,92.104,91.918,95.246,93.232,93.2,95.711,96.257,95.09,94.779,96.51,99.58,99.392,99.913,99.546,98.827,98.375,97.82,97.317,96.754,95.804,95.727,95.137,94.855,93.878,93.651,93.82,93.712,94.016,93.375,92.9,92.115,93.496,92.968,92.788,93.132,91.653,91.606,93.094,93.513,93.765,94.169,94.413,94.49,95.043,95.089,95.92,96.601,95.659,94.984,93.515,92.87,93.168,91.383,89.783,88.883,88.531,87.87,88.841,88.195,87.29,87.153,88.063,88.528,88.342,88.375,87.712,88.503,90.298,91.776,93.404,97.364,97.714,96.629,96.837,97.735,99.162,99.841,100.358,101.207,101.875,101.978,101.493,102.915,103.719,104.887,106.412,107.261,108.748,109.82,109.609,106.684,103.049,101.173,101.578,99.643,99.775,100.535,100.067,100.524,100.433,99.092,97.48,98.082,99.18,98.655,99.473,98.888,99.122,99.781,98.616,99.904,99.96,100.326,100.133,100.71,100.557,100.37,101.317,100.56,100.43,99.631,100.253,99.687,99.768,99.988,100.456,100.672,101.207,101.041,100.846,100.876,100.406,100.447,100.502,100.464,99.891,100.22,99.847,99.557,98.95,98.36
"296","288","        Nursery, elementary, and secondary schools (98)","DNEHRA3",56.452,60.794,62.485,62.559,66.74,65.598,65.162,66.02,69.488,71.899,73.781,75.667,76.982,78.884,80.791,82.451,84.038,85.315,86.418,87.69,89.174,90.689,92.408,93.723,94.887,96.134,97.09,98.247,99.118,99.742,101.143,102.317,103.833,104.561,105.724,107.055,109.629,111.415,113.395,114.852,115.335,116.083,116.603,117.399,117.819,118.64,119.319,120.686,121.667,122.772,124.143,126.021,127.706,129.76,128.83,132.512,131.456,129.164,129.804,127.551,127.139,126.463,125.2,121.014,122.208,124.875,127.694,130.594,129.124,124.856,121.755,119.052,124.171,121.333,116.953,121.622,129.45,137.053,140.58,140.579,137.724,132.031,136.181,132.195,131.404,130.761,136.085,132.7,130.628,128.193,122.987,121.353,117.024,116.297,114.943,115.031,116.948,118.282,119.476,118.692,118.45,118.513,119.192,121.422,121.316,120.726,118.903,120.631,118.933,117.669,117.147,119.069,118.412,119.679,120.322,120.034,119.467,119.041,119.75,121.655,124.92,127.52,128.619,128.482,129.15,129.538,130.246,128.647,126.433,126.095,126.796,126.039,127.084,126.045,126.996,123.076,122.51,121.949,122.522,122.291,121.461,120.88,121.008,120.883,120.878,120.727,120.336,120.714,120.57,120.493,120.641,120.285,119.473,118.66,117.764,116.687,115.587,114.898,115.034,115.37,115.589,115.519,114.817,114.776,114.785,114.486,113.829,115.008,115.504,115.499,114.469,114.215,113.233,112.703,113.369,112.073,111.232,110.332,109.093,108.14,107.635,107.27,106.64,105.575,105.143,104.489,103.818,103.616,103.551,103.246,102.816,104.169,103.911,103.736,104.231,103.784,103.144,102.917,102.598,102.279,101.412,100.59,99.379,98.62,98.114,97.343,97.291,97.669,98.089,98.791,98.788,99.061,98.782,98.006,96.834,96.241,95.442,95.185,95.976,95.905,96.954,97.993
"297","289","          Elementary and secondary schools","DESCRA3",92.079,99.255,101.756,101.725,108.509,106.265,105.133,106.143,111.908,115.625,118.579,121.415,123.454,126.321,129.24,131.619,134.064,135.872,137.584,139.576,141.819,144.107,146.773,148.721,150.534,152.342,153.614,155.257,156.586,157.444,159.596,161.431,163.962,164.977,166.903,168.82,172.99,175.77,178.676,180.537,181.038,181.853,182.04,182.485,182.672,183.339,183.626,184.955,186.001,187.195,188.842,191.495,194.99,198.284,195.866,199.848,197.721,192.596,192.827,186.283,183.906,181.772,181.072,173.571,173.031,174.297,176.227,183.343,181.267,175.086,170.768,168.269,176.678,172.249,163.669,170.602,181.997,193.625,200.057,200.217,193.664,184.187,192.704,185.846,185.028,184.21,194.183,187.822,185.037,181.183,173.723,170.319,164.427,163.606,161.505,159.489,161.218,161.662,161.696,159.336,158.65,158.19,158.205,160.118,158.935,156.832,152.531,154.343,151.938,149.924,148.34,149.212,150.921,151.619,151.67,149.978,149.319,149.819,151.201,152.106,152.826,153.478,152.383,150.973,153.107,154.164,156.465,154.871,152.159,151.726,152.024,150.201,149.985,147.919,147.004,143.898,141.456,140.435,141.354,141.29,139.859,138.845,137.972,136.796,136.503,135.871,135.854,136.755,136.665,136.492,137.114,135.896,134.107,132.375,130.739,129.368,128.49,127.699,127.342,127.359,127.143,126.838,126.272,126.238,125.711,125.189,124.724,125.697,126.02,125.642,124.128,123.598,122.583,122.029,122.364,121.344,119.642,117.982,116.28,114.576,113.774,113.129,111.953,110.626,110.217,109.458,108.276,107.936,107.963,107.339,106.11,106.58,105.768,104.852,105.037,104.359,103.672,103.624,103.784,102.964,101.744,100.789,99.33,98.138,97.927,97.694,97.454,96.698,96.182,95.634,95.27,95.59,95.483,94.731,93.283,92.515,91.904,92.004,92.863,93.094,93.996,94.897
