"","Table 2#4#3U# Real Personal Consumption Expenditures by Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"1001","159","        Rental value of farm dwellings (22)","DFARRA3",78.876,78.853,78.872,78.879,78.857,78.864,78.837,78.855,78.871,78.926,78.907,78.869,78.785,78.787,78.815,78.957,78.997,79.084,79.23,79.34,79.502,79.656,79.888,80.127,80.573,80.699,80.818,80.819,80.979,81.194,81.481,81.811,82.187,82.669,83.07,83.446,83.647,83.879,84.075,84.235,84.355,84.431,84.466,84.462,84.412,84.315,84.169,83.974,83.738,83.658,83.749,84.024,84.475,85.107,85.917,86.916,88.103,89.485,91.067,92.856,94.875,96.718,98.384,99.864,101.119,102.156,102.969,103.535,103.857,103.922,103.728,103.276,102.565,101.928,101.38,100.915,100.524,100.214,99.973,99.809,99.719,99.687,99.722,99.82,100.013,100.083,100.147,100.221,100.301,100.391,100.478,100.572,100.675,100.778,100.879,100.973,101.069,101.128,101.168,101.197,101.214,101.253,101.284,101.297,101.285,101.255,101.201,101.115,101.006,100.899,100.804,100.738,100.689,100.645,100.616,100.605,100.605,100.622,100.638,100.662,100.699,100.708,100.723,100.749,100.777,100.796,100.816,100.833,100.848,100.859,100.844,100.837,100.818,100.801,100.776,100.76,100.742,100.734,100.732,100.727,100.731,100.728,100.72,100.722,100.714,100.696,100.673,100.658,100.64,100.627,100.622,100.616,100.61,100.597,100.584,100.565,100.536,100.504,100.473,100.435,100.409,100.381,100.359,100.341,100.321,100.297,100.269,100.231,100.197,100.155,100.117,100.074,100.036,100.002,99.971,99.941,99.92,99.895,99.867,99.825,99.807,99.785,99.756,99.722,99.689,99.652,99.619,99.587,99.558,99.526,99.479,99.426,99.479,99.514,99.537,99.562,99.579,99.585,99.596,99.6,99.604,99.592,99.565,99.53,97.654,95.963,94.48,93.188,92.086,91.183,90.471,89.958,89.64,89.512,89.575,89.833
"1002","160","        Group housing (23)","DGRHRA3",83.519,83.913,84.395,84.736,85.165,85.652,86.235,86.774,87.298,87.78,88.474,89.239,90.209,91.045,91.735,92.335,92.791,93.167,93.358,93.392,93.324,93.141,92.742,92.243,91.581,91.054,90.628,90.3,90.113,90.07,90.108,90.291,90.579,90.969,91.47,92.091,92.854,93.521,94.117,94.663,95.138,95.547,95.885,96.156,96.349,96.464,96.496,96.442,96.315,96.178,96.054,95.959,95.879,95.816,95.767,95.734,95.711,95.696,95.682,95.671,95.675,95.644,95.596,95.546,95.465,95.373,95.272,95.148,95.011,94.852,94.67,94.469,94.247,93.939,93.564,93.119,92.6,92.015,91.356,90.632,89.841,88.969,88.027,87.013,85.955,85,84.163,83.454,82.868,82.406,82.054,81.818,81.7,81.692,81.792,81.994,83.046,83.974,84.793,85.51,86.123,86.66,87.097,87.423,87.634,87.733,87.717,87.578,87.322,87.08,86.863,86.682,86.53,86.394,86.283,86.201,86.141,86.107,86.086,86.083,86.104,86.124,86.17,86.248,86.351,86.467,86.609,86.77,86.953,87.154,87.357,87.591,87.838,88.13,88.459,88.84,89.264,89.743,90.271,90.842,91.469,92.134,92.841,93.605,94.407,95.126,95.766,96.341,96.839,97.267,97.627,97.912,98.121,98.246,98.294,98.259,98.137,98.042,97.982,97.946,97.955,97.994,98.07,98.185,98.33,98.504,98.709,98.937,99.203,99.434,99.641,99.816,99.968,100.097,100.2,100.278,100.336,100.362,100.356,100.309,100.423,100.559,100.717,100.898,101.108,101.343,101.61,101.908,102.236,102.59,102.958,103.349,103.753,104.249,104.841,105.546,106.353,107.259,108.282,109.409,110.65,111.987,113.421,114.962,116.617,118.1,119.443,120.63,121.66,122.545,123.278,123.865,124.302,124.574,124.681,124.62
"1003","161","      Household utilities","DUTLRA3",84.863,87.783,82.834,87.696,89.049,88.613,91.686,93.896,88.282,86.661,91.49,91.111,91.689,94.579,93.519,92.282,93.219,91.584,87.867,91.14,88.431,91.079,92.435,90.882,92.566,90.287,86.794,93.207,91.271,88.238,91.335,89.349,91,97.472,90.526,94.834,87.545,92.732,94.739,91.216,95.416,98.343,95.359,95.438,95.883,91.5,89.439,92.015,94.334,90.444,94.785,94.534,94.047,96.419,98.218,97.265,96.675,95.899,91.053,93.669,94.598,93.834,89.827,94.179,96.961,99.085,95.961,98.284,98.505,96.982,100.994,109.116,99.293,99.541,101.74,95.133,96.006,94.83,96.037,95.251,95.346,98.004,91.094,94.619,93.982,94.475,97.191,97.168,100.096,97.591,99.497,98.482,98.753,103.632,101.418,99.801,103.743,101.928,97.079,104.57,101.263,96.332,99.6,99.694,96.709,98.597,100.06,101.147,102.08,103.109,96.403,101.486,100.614,99.842,99.237,97.072,100.363,100.225,100.894,101.314,99.872,97.509,104.281,99.533,102.02,103.731,104.144,103.96,102.804,100.742,100.588,103.436,89.32,99.152,101.434,98.974,103.465,100.812,107.144,101.547,100.426,103.953,99.019,94.58,102.124,105.38,98.313,107.219,98.987,100.334,100.157,105.688,102.06,96.966,101.299,97.849,99.404,102.732,101.294,101.177,100.671,100.435,98.843,94.676,97.356,99.136,102.005,100.201,101.544,95.781,102.871,101.558,99.512,99.423,97.537,100.429,100.252,102.563,94.64,103.89,102.458,103.757,98.968,96.797,102.314,102.812,102.812,102.999,101.427,100.272,104.241,106.318,102.709,98.115,102.227,99.027,100.795,100.001,104.189,101.64,100.811,101.621,98.887,95.898,91.933,95.349,91.644,98.697,99.382,99.557,104.477,99.888,99.72,98.007,97.974,95.615
"1004","162","        Water supply and sanitation (25)","DWRSRA3",91.323,91.501,91.65,91.913,92.165,92.314,92.492,92.687,92.9,93.12,93.259,93.405,93.771,94.09,94.443,94.732,95.061,95.353,95.602,95.874,96.125,96.384,96.588,96.764,96.82,96.914,97.023,97.161,97.287,97.419,97.555,97.699,97.84,97.953,98.1,98.258,98.318,98.383,98.453,98.591,98.726,98.881,99.053,99.247,99.454,99.692,99.912,100.109,100.804,101.232,101.631,101.805,102.056,102.284,102.484,102.656,102.798,102.904,102.972,103,103.073,103.071,103.082,103.069,103.089,103.127,103.186,103.259,103.346,103.448,103.555,103.675,103.715,103.791,103.859,103.986,104.078,104.175,104.265,104.361,104.459,104.563,104.627,104.665,104.658,104.689,104.736,104.872,104.987,105.11,105.254,105.371,105.555,105.69,105.914,106.128,106.337,106.392,106.311,106.102,105.849,105.589,105.288,104.952,104.577,104.166,103.8,103.471,103.187,103.036,103.028,103.18,103.263,103.265,103.197,103.123,103.036,102.94,102.813,102.663,102.495,102.289,102.077,101.866,101.721,101.632,101.611,101.729,101.992,102.397,102.772,103.151,103.512,103.839,104.119,104.369,104.488,104.487,104.36,104.221,104.084,103.929,103.757,103.583,103.386,103.222,103.094,103.019,102.95,102.899,102.864,102.789,102.669,102.499,102.413,102.403,102.469,102.577,102.735,102.932,103.022,102.991,102.843,102.721,102.614,102.523,102.344,102.07,101.717,101.363,101.019,100.679,100.317,99.932,99.522,99.244,99.103,99.088,99.046,98.97,98.738,98.613,98.595,98.683,98.742,98.766,98.764,98.774,98.797,98.829,98.847,98.861,98.688,98.459,98.177,97.858,97.622,97.467,97.408,97.259,97.029,96.701,96.415,96.177,96.054,95.872,95.657,95.397,95.145,94.911,94.691,94.477,94.265,94.045,93.853,93.687
"1005","163","          Water supply and sewage maintenance","DWSMRA3",98.326,98.497,98.615,98.813,99.016,99.083,99.18,99.29,99.42,99.56,99.564,99.562,99.877,100.139,100.446,100.672,100.949,101.18,101.352,101.554,101.719,101.888,102.01,102.103,102.161,102.204,102.239,102.273,102.293,102.308,102.316,102.325,102.318,102.292,102.243,102.172,102.09,102.024,101.988,102.001,102.048,102.131,102.25,102.41,102.599,102.819,103.066,103.336,103.646,103.906,104.142,104.368,104.574,104.759,104.921,105.062,105.174,105.257,105.301,105.309,105.294,105.277,105.275,105.306,105.339,105.395,105.475,105.566,105.676,105.797,105.926,106.066,106.215,106.356,106.507,106.667,106.829,107.003,107.179,107.366,107.561,107.75,107.942,108.13,108.351,108.513,108.664,108.855,109.033,109.193,109.366,109.487,109.666,109.794,109.958,110.056,109.805,109.52,109.22,108.915,108.603,108.321,108.035,107.735,107.416,107.083,106.731,106.352,105.956,105.57,105.207,104.883,104.587,104.304,104.047,103.818,103.609,103.427,103.254,103.097,102.964,102.829,102.728,102.665,102.633,102.618,102.635,102.675,102.743,102.835,102.929,103.062,103.211,103.335,103.421,103.488,103.524,103.543,103.537,103.499,103.442,103.346,103.216,103.066,102.875,102.691,102.518,102.371,102.237,102.126,102.04,101.971,101.92,101.878,101.855,101.844,101.841,101.823,101.795,101.748,101.702,101.642,101.576,101.503,101.415,101.31,101.189,101.046,100.895,100.733,100.572,100.405,100.242,100.079,99.918,99.756,99.601,99.439,99.272,99.088,98.783,98.507,98.257,98.037,97.851,97.697,97.581,97.501,97.459,97.449,97.461,97.503,97.271,97.024,96.766,96.512,96.25,95.98,95.716,95.445,95.176,94.893,94.597,94.294,94.076,93.842,93.618,93.393,93.166,92.946,92.729,92.52,92.317,92.108,91.894,91.675
"1006","164","          Garbage and trash collection","DREFRA3",68.398,68.597,68.847,69.31,69.707,70.112,70.541,70.995,71.466,71.932,72.493,73.103,73.624,74.122,74.618,75.11,75.604,76.095,76.59,77.082,77.602,78.144,78.612,79.054,79.101,79.358,79.705,80.176,80.644,81.148,81.697,82.281,82.903,83.465,84.245,85.151,85.672,86.166,86.579,87.123,87.546,87.933,88.281,88.585,88.851,89.143,89.277,89.232,91.184,92.157,93.087,93.087,93.49,93.853,94.175,94.451,94.689,94.87,95.013,95.107,95.466,95.512,95.562,95.408,95.389,95.369,95.361,95.376,95.384,95.427,95.46,95.516,95.2,95.063,94.856,94.874,94.739,94.583,94.39,94.185,93.96,93.785,93.429,92.97,92.21,91.81,91.51,91.462,91.373,91.369,91.416,91.522,91.721,91.881,92.304,92.904,94.644,95.83,96.475,96.584,96.528,96.339,95.987,95.531,94.965,94.294,93.877,93.708,93.798,94.429,95.615,97.372,98.747,99.722,100.306,100.767,101.098,101.303,101.34,101.217,100.938,100.487,99.895,99.168,98.635,98.287,98.136,98.53,99.475,100.971,102.321,103.557,104.657,105.689,106.641,107.531,107.937,107.869,107.319,106.829,106.411,106.049,105.732,105.476,105.259,105.164,105.195,105.368,105.526,105.681,105.832,105.73,105.373,104.751,104.441,104.438,104.742,105.293,106.098,107.149,107.718,107.787,107.36,107.066,106.9,106.86,106.479,105.747,104.68,103.643,102.648,101.688,100.61,99.413,98.096,97.385,97.291,97.803,98.218,98.525,98.551,98.982,99.821,101.071,102.05,102.751,103.183,103.536,103.811,104.004,104.05,103.959,104.023,103.868,103.498,102.928,102.793,103.094,103.847,104.184,104.112,103.611,103.368,103.393,103.654,103.682,103.503,103.102,102.752,102.463,102.231,101.994,101.749,101.485,101.381,101.437
"1007","165","        Electricity and gas","DELGRA3",82.729,86.494,79.961,86.25,87.945,87.325,91.307,94.149,86.704,84.502,90.81,90.269,90.919,94.623,93.117,91.392,92.528,90.278,85.3,89.52,85.88,89.28,90.996,88.893,91.08,88.065,83.45,91.829,89.239,85.201,89.241,86.571,88.71,97.23,88.007,93.649,83.94,90.828,93.487,88.738,94.312,98.181,94.125,94.168,94.699,88.713,85.859,89.262,92.145,86.744,92.461,92.062,91.317,94.447,96.812,95.464,94.62,93.539,86.983,90.512,91.749,90.725,85.321,91.198,94.94,97.774,93.551,96.624,96.889,94.836,100.109,110.794,97.819,98.071,100.895,92.229,93.336,91.762,93.295,92.22,92.307,95.8,86.577,91.258,90.397,91.04,94.662,94.583,98.471,95.061,97.571,96.162,96.461,102.979,99.918,97.662,102.867,100.414,94.013,104.003,99.722,93.279,97.702,97.931,94.088,96.73,98.802,100.366,101.711,103.136,94.172,100.923,99.723,98.688,97.903,95.037,99.464,99.31,100.246,100.855,98.987,95.897,105.02,98.752,102.104,104.4,104.942,104.648,103.032,100.208,99.889,103.459,85.032,97.652,100.534,97.257,103.097,99.617,107.957,100.65,99.223,103.914,97.47,91.691,101.681,106.021,96.787,108.513,97.715,99.501,99.274,106.593,101.84,95.174,100.919,96.361,98.389,102.751,100.799,100.583,99.887,99.581,97.549,92.188,95.696,98.043,101.863,99.569,101.451,93.949,103.474,101.849,99.232,99.245,96.832,100.841,100.647,103.79,93.054,105.636,103.777,105.589,99.074,96.08,103.578,104.252,104.263,104.519,102.354,100.749,106.205,109.071,104.164,97.909,103.703,99.404,101.934,100.894,106.709,103.236,102.177,103.427,99.736,95.656,90.144,94.983,89.846,99.887,100.952,101.294,108.365,101.936,101.787,99.447,99.483,96.208
"1008","166","          Electricity (27)","DELCRA3",78.464,82.491,76.353,82.067,83.783,81.628,87.676,91.336,80.684,80.673,85.058,84.427,84.315,87.932,85.109,82.778,87.232,86.381,79.677,85.13,80.474,83.684,84.796,83.418,85.53,84.042,79.61,85.515,79.725,79.164,83.925,80.665,84.027,94.461,80.449,90.801,81.596,88.573,90.736,87.357,94.632,95.221,92.618,92.693,95.413,87.193,85.639,88.037,90.305,85.571,91.046,89.957,89.248,92.723,95.883,94.278,93.485,91.669,86.392,89.66,91.226,90.65,86.59,91.289,96.529,98.026,92.489,94.546,94.952,93.633,95.162,102.575,95.755,94.349,99.552,93.983,94.016,89.381,90.382,90.328,87.655,94.076,86.43,90.741,90.156,91.248,96.121,96.674,96.508,97.405,99.077,96.127,99.439,99.373,99.01,96.774,101.716,98.522,95.753,104.309,99.462,91.513,98.449,98.6,91.988,96.498,99.727,100.788,100.029,103.88,98.17,101.46,102.54,97.144,96.85,92.908,101.315,100.871,102.155,102.895,99.586,98.854,105.097,99.661,100.342,107.503,108.68,108.806,111.332,106.783,102.566,105.456,90.474,99.775,102.781,102.336,106.776,102.888,113.994,104.299,97.968,104.687,101.941,96.917,104.034,105.301,99.793,106.525,101.648,100.9,100.847,111.142,106.428,103.246,103.123,99.679,101.009,104.155,103.5,100.567,101.344,105.739,102.35,97.138,100.212,101.934,104.731,101.527,101.896,96.377,103.056,101.2,98.736,96.295,95.178,99.383,100.88,103.006,97.166,106.828,104.656,108.707,102.519,98.371,105.504,108.262,108.232,108.754,105.438,102.199,107.663,112.27,106.82,101.687,107.504,103.611,105.456,105.15,108.904,106.141,102.595,102.089,101.843,99.385,92.613,100.753,98.745,104.601,104.659,103.676,106.485,102.943,103.74,104.238,102.299,100.927
"1009","167","          Natural gas (28)","DGHERA3",94.234,97.005,89.361,97.324,98.875,103.492,100.237,100.113,104.038,94.269,107.075,106.852,110.114,113.922,116.93,117.272,107.036,100.26,101.167,101.228,101.083,104.973,108.6,104.214,106.59,98.941,93.77,109.738,117.614,102.359,104.028,103.335,101.58,104.016,109.725,100.808,89.711,96.181,100.289,91.413,91.685,105.53,97.061,96.995,90.765,91.74,84.883,91.297,95.969,88.588,94.92,96.671,95.859,97.907,97.879,97.412,96.522,97.715,87.588,91.992,92.383,90.172,80.993,90.312,89.791,96.299,95.532,101.209,101.13,97.347,111.357,129.248,102.485,105.614,103.34,88.095,91.355,96.563,99.407,95.902,103.343,98.963,85.632,91.449,89.947,89.446,89.657,87.987,102.992,87.901,92.703,95.533,87.573,111.753,101.467,99.029,104.649,103.935,89.337,102.364,99.371,96.304,95.044,95.405,97.789,96.241,95.663,98.351,104.393,100.426,84.375,98.806,92.566,101.013,99.167,98.602,94.567,95.071,95.305,95.645,96.711,88.76,103.762,95.906,104.576,96.847,96.021,95.042,86.022,86.646,92.902,97.619,73.532,91.927,94.568,85.784,94.55,92.02,94.253,92.267,101.45,101.802,87.21,79.883,96.026,107.043,89.887,112.104,88.807,95.967,95.378,96.095,91.24,76.695,95.623,88.527,92.067,98.996,94.127,99.28,95.586,86.412,86.925,81.384,85.626,89.123,95.086,94.842,100.297,87.998,104.645,103.559,100.475,107.379,101.34,104.802,99.88,105.902,81.533,102.189,101.16,97.037,89.66,89.812,98.327,93.233,93.364,92.917,93.971,96.968,102.46,100.323,96.938,87.464,93.212,87.72,92.22,89.055,100.753,95.259,101.382,107.839,94.035,85.085,83.414,77.84,62.498,86.126,90.396,95.016,116.067,100.12,96.917,85.548,91.807,82.547
"1010","168","    Health care","DHLCRA3",64.786,65.107,65.444,65.214,65.53,65.496,65.601,65.92,65.9,66.092,66.014,66.247,66.303,65.712,66.426,66.734,66.665,66.995,66.86,66.998,67.28,67.618,67.739,68.302,68.247,68.267,68.241,68.404,68.64,68.818,69.164,69.359,69.474,69.75,69.99,70.231,70.664,70.907,71.022,71.093,71.208,71.302,71.425,71.541,71.616,71.621,71.56,71.541,71.618,71.745,71.822,71.918,71.988,72.132,72.383,72.595,72.813,73.093,73.324,73.436,73.454,73.67,74.01,74.348,74.67,75.038,74.943,75.195,75.441,75.653,75.992,76.314,76.792,77.054,77.401,77.622,77.938,78.307,78.76,79.136,79.421,79.834,80.336,80.937,81.508,82.011,82.373,82.802,83.141,83.524,83.614,83.838,83.972,84.26,84.266,84.269,84.502,84.758,85.069,85.146,85.158,85.325,85.563,85.871,86.134,86.143,86.388,86.762,86.811,87.056,87.203,87.592,88.025,88.511,88.905,89.256,89.7,89.996,90.145,90.302,90.428,90.534,90.727,90.884,91.136,91.418,92.026,92.308,92.472,92.257,92.325,92.51,92.73,92.922,93.071,93.228,93.339,93.601,93.692,93.908,94.073,94.447,94.735,94.941,95.065,95.161,95.414,95.455,95.617,95.819,96.158,96.565,96.774,96.71,96.807,97.153,97.698,97.976,98.113,98.088,98.124,98.141,98.205,98.303,98.459,98.447,98.564,98.825,99.031,99.358,99.518,99.876,100.053,100.288,100.466,100.378,100.542,100.381,100.199,99.91,99.773,99.868,100.109,100.49,100.836,101.166,101.496,101.869,102.108,102.482,102.792,103.092,103.122,103.211,103.374,103.605,103.824,103.781,103.668,103.583,103.773,104.314,104.86,105.31,106.009,106.257,106.342,105.932,105.838,105.939,106.133,106.204,106.249,106.25,106.247,106.038
"1011","169","      Outpatient services","DOUTRA3",61.746,62.082,62.304,62.416,62.504,62.47,62.824,62.893,63.063,63.161,63.279,63.337,63.658,63.86,64.022,64.191,64.245,64.336,64.424,64.576,64.756,64.897,64.91,64.909,65.058,65.188,65.119,65.317,65.542,65.722,65.901,66.131,66.372,66.664,66.956,67.081,67.368,67.547,67.693,67.802,67.964,68.06,68.186,68.298,68.352,68.389,68.379,68.398,68.432,68.513,68.589,68.776,68.936,69.142,69.346,69.593,69.85,70.103,70.416,70.548,70.875,71.154,71.573,71.91,72.225,72.515,72.706,73.013,73.361,73.726,74.069,74.393,74.71,74.993,75.317,75.692,76.091,76.498,76.918,77.296,77.714,78.088,78.525,79.02,79.514,80.002,80.494,80.871,81.378,81.848,82.177,82.555,82.939,83.312,83.683,83.872,84.068,84.253,84.563,84.905,85.268,85.612,85.946,86.302,86.666,86.931,87.312,87.634,87.913,88.268,88.58,88.925,89.294,89.645,90.034,90.359,90.655,90.847,91.02,91.21,91.499,91.807,92.186,92.404,92.512,92.671,92.911,93.195,93.463,93.559,93.733,93.968,94.159,94.2,94.351,94.631,94.864,95.102,95.231,95.358,95.495,95.698,95.87,95.957,95.854,95.849,95.942,96.169,96.388,96.625,96.848,97.132,97.457,97.725,97.998,98.268,98.532,98.789,99.101,99.353,99.571,99.755,99.855,100.023,100.158,100.254,100.306,100.232,99.992,99.875,99.819,99.893,99.966,99.998,99.996,100.013,100.066,100.098,100.106,100.178,100.363,100.475,100.537,100.533,100.611,100.679,100.824,100.969,101.132,101.303,101.526,101.804,102.192,102.536,102.857,103.015,103.156,103.303,103.427,103.596,103.772,103.902,104.302,104.718,105.298,105.681,105.853,105.857,105.823,105.79,105.534,105.451,105.65,106.199,106.453,106.388
"1012","170","        Physician services (44)","DPHYRA3",57.409,57.548,57.63,57.653,57.689,57.734,57.838,57.85,57.98,58.027,58.086,58.173,58.765,58.966,59.083,59.097,59.133,59.179,59.26,59.25,59.362,59.414,59.404,59.391,59.578,59.817,60.024,60.24,60.453,60.668,60.883,61.112,61.34,61.552,61.766,61.991,62.162,62.343,62.509,62.676,62.831,62.978,63.114,63.243,63.358,63.459,63.545,63.612,63.671,63.744,63.848,63.993,64.17,64.381,64.625,64.903,65.212,65.551,65.915,66.304,66.731,67.133,67.523,67.91,68.275,68.631,68.979,69.31,69.629,69.931,70.214,70.48,70.721,70.985,71.277,71.597,71.942,72.315,72.717,73.147,73.607,74.082,74.586,75.112,75.696,76.23,76.793,77.362,77.907,78.466,78.894,79.413,79.895,80.386,80.931,81.27,81.514,81.827,82.221,82.706,83.145,83.568,83.948,84.362,84.806,85.284,85.696,86.036,86.31,86.64,87.036,87.511,87.963,88.38,88.772,89.168,89.562,89.958,90.319,90.651,90.96,91.248,91.545,91.858,92.151,92.415,92.66,92.864,93.031,93.155,93.349,93.644,94.021,94.4,94.771,95.148,95.461,95.72,95.919,96.098,96.267,96.409,96.399,96.25,95.942,95.735,95.635,95.655,95.723,95.848,96.032,96.303,96.663,97.105,97.535,97.948,98.34,98.736,99.141,99.546,99.9,100.189,100.42,100.629,100.81,100.961,100.967,100.822,100.539,100.303,100.128,100.005,99.924,99.884,99.885,99.879,99.872,99.852,99.856,99.873,100.033,100.087,100.031,99.869,99.79,99.789,99.876,99.981,100.106,100.246,100.465,100.774,101.215,101.578,101.867,102.098,102.279,102.407,102.499,102.6,102.718,102.835,103.088,103.485,103.695,103.924,104.199,104.508,104.601,104.49,104.169,104.179,104.517,105.173,105.451,105.349
"1013","171","        Dental services (45)","DDENRA3",82.866,83.492,83.814,83.723,83.632,83.471,83.495,83.401,83.303,83.289,83.074,82.724,82.96,83.279,83.48,83.634,83.816,83.87,83.957,84.2,84.251,84.363,84.533,84.606,84.659,84.719,84.842,84.955,85.073,85.246,85.42,85.599,85.838,86.094,86.329,86.614,86.785,87.02,87.241,87.464,87.676,87.878,88.07,88.255,88.424,88.578,88.713,88.826,88.929,89.031,89.152,89.308,89.485,89.687,89.911,90.159,90.425,90.708,91.001,91.306,91.635,91.951,92.271,92.61,92.939,93.278,93.628,93.977,94.332,94.686,95.036,95.386,95.731,96.08,96.448,96.834,97.233,97.653,98.085,98.538,99.009,99.485,99.975,100.472,101.01,101.45,101.816,102.125,102.371,102.558,102.672,102.721,102.707,102.619,102.455,102.208,101.784,101.418,101.128,100.922,100.777,100.726,100.739,100.82,100.963,101.175,101.415,101.677,101.969,102.245,102.517,102.8,103.05,103.253,103.419,103.557,103.661,103.734,103.76,103.746,103.698,103.612,103.523,103.436,103.342,103.228,103.108,102.975,102.834,102.678,102.514,102.379,102.249,102.141,102.044,101.974,101.921,101.897,101.896,101.926,102.001,102.103,102.21,102.336,102.462,102.563,102.643,102.716,102.777,102.835,102.889,102.96,103.047,103.143,103.227,103.292,103.334,103.336,103.303,103.225,103.132,103.012,102.87,102.749,102.643,102.548,102.313,101.929,101.412,100.951,100.561,100.232,99.952,99.717,99.53,99.449,99.481,99.615,99.619,99.482,99.598,99.623,99.555,99.395,99.355,99.429,99.627,99.747,99.787,99.744,99.755,99.83,100.12,100.233,100.173,99.954,99.733,99.509,99.296,99.115,98.974,98.857,98.824,98.883,100.004,100.513,100.433,99.751,99.33,99.18,99.298,99.064,98.47,97.505,96.56,95.637
"1014","172","        Paramedical services (46)","DPMSRA3",61.126,61.704,62.127,62.447,62.677,62.547,63.418,63.633,63.952,64.167,64.487,64.619,64.496,64.661,64.884,65.316,65.362,65.538,65.636,66.029,66.361,66.657,66.66,66.654,66.763,66.728,66.14,66.33,66.605,66.725,66.842,67.085,67.346,67.775,68.208,68.117,68.627,68.782,68.871,68.845,69.001,68.979,69.065,69.123,69.038,68.931,68.714,68.623,68.593,68.677,68.691,68.956,69.077,69.272,69.4,69.592,69.757,69.854,70.083,69.727,69.886,69.946,70.441,70.691,70.914,71.075,70.952,71.203,71.591,72.06,72.495,72.902,73.331,73.623,73.98,74.438,74.919,75.373,75.815,76.076,76.405,76.572,76.877,77.314,77.639,78.064,78.479,78.568,79.097,79.52,79.759,80.022,80.386,80.726,81.003,81.104,81.439,81.614,81.996,82.301,82.719,83.075,83.448,83.808,84.121,84.061,84.441,84.756,85.039,85.46,85.652,85.811,86.088,86.386,86.85,87.13,87.339,87.25,87.177,87.214,87.596,88.077,88.758,88.937,88.826,88.921,89.285,89.852,90.434,90.579,90.849,91.131,91.148,90.715,90.619,90.879,91.097,91.403,91.472,91.556,91.666,92.002,92.483,92.924,93.055,93.331,93.736,94.353,94.871,95.357,95.707,96.093,96.457,96.516,96.613,96.738,96.888,97.028,97.333,97.478,97.608,97.75,97.744,97.963,98.124,98.212,98.45,98.614,98.553,98.76,99.031,99.579,100.036,100.291,100.361,100.454,100.61,100.683,100.699,100.943,101.197,101.435,101.737,102.048,102.422,102.597,102.813,103.033,103.306,103.614,103.931,104.246,104.59,104.999,105.529,105.727,105.957,106.288,106.603,107.03,107.433,107.686,108.502,109.102,110.044,110.619,110.729,110.537,110.463,110.602,110.293,110.127,110.442,111.465,112.197,112.563
