"","Table 1AU2# Real Manufacturing and Trade Inventories, Seasonally","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"68","60","      Food stores","WKS540",16696,16716,16859,16875,16810,16975,16947,17027,17108,16885,17554,17208,17373,17402,17338,17445,17465,17363,17280,17454,17513,17663,17639,17529,18038,17905,17933,17847,17955,17917,17993,18058,18131,17921,17841,17991,17825,17967,17868,17989,18093,18155,18329,18236,18225,18391,18788,18686,18858,18791,19131,19213,19205,19401,19575,19512,19689,19729,19901,19923,19873,19848,19980,20033,20132,20034,20148,20467,20381,20551,20438,20155,20097,19917,19708,19797,19700,19943,19677,19598,19815,19877,20010,20220,20169,20134,20593,20345,20630,20674,20970,20413,20312,20223,20335,20606,20230,20399,20262,20093,19870,19720,19730,19755,19922,19853,19451,19728,20027,20507,20422,20620,20623,20772,20828,21081,21047,21247,21707,21400,21495,21101,21180,21279,21391,21433,21310,21189,21345,21241,20797,21521,21423,21490,21544,21254,21544,21727,21775,21950,21870,21769,21781,21726,21968,21766,21873,22014,21862,21695,22219,22412,22558,22925,22793,22959,22909,22984,23121,23417,23736,23872,23878,23641,23515,23790,23973,23841,23843,24576,25010,25113,25092,24889,25401,25553,25846,25828,25964,26036,26017,26134,26082,26037,25800,25820,25576,25471,25580,25704,25872,26282,25995,26090,26213,26206,26509,26648,27092,27354,27825,27521,27486,27428,27378,27330,27468,27751,28010,28363,28249,28408,28349,28615,29004,29330
"69","61","      Apparel stores","WKS560",8409,8521,8371,8334,8387,8281,8188,8309,8256,8340,8383,8334,8273,8239,8288,8312,8237,8264,8444,8384,8636,8860,8581,8566,8685,8936,9015,9024,9192,9287,9319,9488,9362,9288,9294,9511,9491,9294,9213,9286,9255,9235,9174,9087,9059,9079,9312,9141,9182,9020,9327,9346,9376,9479,9509,9560,9584,9684,9725,9908,9995,10052,10100,10259,10275,10294,10458,10530,10620,10662,10723,10582,10478,10794,10812,10899,10904,11104,11053,11142,10919,11112,11310,11538,11373,11174,11321,11173,11256,11153,11134,11146,11134,11137,11042,11057,11026,11118,10935,10935,10996,10804,10781,10594,10702,10942,10764,10643,10941,11144,11142,11200,11153,11380,11348,11329,11413,11247,11030,11011,11244,11207,11450,11672,11718,11935,11884,11920,12085,12170,12489,12791,12971,13104,12985,13426,13701,13889,14257,14485,14557,14631,14804,14612,14403,14344,14446,14512,14701,14596,14458,14442,14158,14271,14204,14394,14302,14138,14080,13831,14123,14128,14229,14136,14516,14488,14438,14387,14132,14356,14265,14351,14379,14554,14898,14915,14992,15121,15553,15511,15517,15412,15464,15265,15517,15495,15240,15446,15457,15168,15051,15174,15000,14811,14823,14971,14966,15360,15273,15457,15809,16064,16081,16332,16899,17211,17613,17814,17967,17856,17990,17886,17629,17618,17620,17648
"70","62","      Department stores","WKS5310",9329,9274,9445,9927,9513,9611,9574,9795,9916,9804,10006,9958,10060,10159,10218,10193,10224,10213,10280,10249,9932,10404,10399,10540,10302,10573,10449,10617,10697,10766,10901,10914,10914,11089,11035,11043,11108,11151,11259,11286,11157,11514,11841,11989,12160,12219,12326,12451,12653,12661,12859,12981,12967,12962,12923,12918,13294,13294,13184,13770,13877,13864,14062,14122,14432,14629,14391,14603,14530,14605,14984,14935,15467,15552,15384,15295,15182,15164,15284,15432,14806,14731,14252,15623,16230,16018,15965,16136,16278,16429,16362,16208,16242,16209,15965,14896,14238,13937,14097,13983,13881,13874,14147,14193,14389,15473,14992,14689,15226,15520,15728,16134,16282,16108,15992,15873,15836,15806,15781,16241,16267,16379,16141,16012,16047,16123,15929,16094,16004,16065,16129,15916,16147,15534,16478,16840,16976,17167,17022,17065,17015,16796,16863,16773,16945,16684,16873,16700,17028,17137,17350,17502,17389,17107,17485,17954,18625,18407,18721,19151,19326,19633,19962,20013,20495,20813,20999,21135,21386,21463,21652,21871,22195,22671,23021,23230,23850,24243,24315,24090,23823,23726,23892,23857,23577,23927,23917,23989,23980,24443,24428,24246,24211,24448,24734,24987,25443,25724,25874,26217,26030,25935,26495,26407,27531,28094,28751,29203,30027,30357,30882,31480,31568,31558,31498,32174
"71","63","      Other general merchandise stores","WKS53X0",3347,3309,3306,3280,3178,3083,3025,3070,3019,2962,3076,2953,3148,3126,3138,3195,3217,3291,3319,3332,3456,3521,3614,3484,3256,3481,3576,3607,3825,3852,3858,3883,3953,4050,4111,4263,4260,4209,4146,4170,4058,4104,4200,4239,4311,4457,4643,4446,4514,4678,4796,4972,5052,5069,5108,5240,5305,5332,5385,5777,5646,5817,5993,6019,6042,6093,6251,6343,6283,6188,6237,6462,6855,6930,6922,6962,6999,6970,6745,6677,6602,6937,7324,7561,7613,7251,7162,7085,7232,7216,7278,7064,6796,6634,6157,5869,5632,5463,5399,5220,4881,4824,4716,4568,4445,4934,4515,4460,4597,4729,4809,4840,4907,4916,4712,4612,4624,4456,4111,4610,4622,4613,4481,4647,4789,4890,4984,5112,5057,4921,4812,4968,4880,4981,5039,5155,5200,5107,5392,5608,5524,5496,5729,5652,5627,5511,5659,5649,5783,5888,5817,5811,5844,6075,5902,5874,6022,6113,6064,6234,6075,5768,5674,5465,5683,5887,5636,5175,5136,5337,5419,5235,5095,5382,5405,5355,5426,5456,5384,5359,5224,5135,5139,5154,5136,5479,5674,5462,5465,5379,5364,5569,5678,5588,5734,5785,5922,5850,5895,5914,5958,5917,6127,6109,6150,6472,6544,6806,6884,6812,6893,7138,7210,7543,7598,7673
"72","64","      Other nondurable goods","WKS5Y0",25593,25755,26178,26496,26835,26871,26726,26498,26043,26043,26334,26688,27308,26819,27130,26944,27562,26998,26942,27126,27465,27619,27444,27305,27249,27366,27213,27233,27589,27811,28093,28154,28506,28571,28717,28617,28915,29118,29128,29652,29479,29868,29711,29951,29804,29917,30181,30288,30028,30278,30821,30720,30280,30313,30566,30799,30680,30603,30239,30819,31020,31087,30901,31196,31826,31826,32151,32038,32230,32773,32544,32954,33503,33498,33476,33750,34250,33975,33578,33756,33697,33346,34540,33256,32032,31774,31456,31460,31557,31424,31622,31325,31891,32010,31912,32220,32601,33307,32488,31991,31402,31159,31102,30440,29926,30403,30330,30191,30376,31157,31111,30973,30707,31237,30782,30762,30977,30913,30114,30566,30932,30635,31028,31172,30825,30627,30447,30816,31155,30484,30606,30971,31345,31183,32132,32026,32432,32551,32444,32906,32292,32343,32495,32763,32042,32072,30844,30730,30803,31163,31367,31113,30632,31692,30937,30089,30280,30360,29981,30741,30823,30613,30836,30266,31100,31453,30347,30291,30461,30171,30319,29883,29693,29654,29989,29818,29910,29714,30835,30723,29612,29412,29897,30241,30145,30345,30167,29950,30494,30347,30865,30148,30269,30288,30588,30514,30910,31014,31001,31182,30857,30744,31303,32038,32863,33032,33153,33000,33157,33067,33087,33433,33502,33584,34154,34004
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Note.  Estimates in this table are based on the Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Line",NA,NA,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1985,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1986,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1987,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1988,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1989,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","1","      Manufacturing and trade","WKSM&T0",876120,879377,878040,880374,879823,882483,885325,887519,885265,888759,891716,893084,893052,896916,900583,904384,902317,903694,905475,904108,901774,903576,903365,900482,904277,907093,912451,915572,920175,921880,920746,919598,923114,930538,936516,943503,943405,948197,950346,952850,954759,961006,961667,966958,970062,971048,974189,981729,987198,991789,994931,997151,1001969,1006315,1010440,1011036,1010211,1013601,1018859,1018102,1015197,1015549,1020144,1023304,1030011,1030281,1035162,1034816,1037140,1037635,1040129,1035477,1038889,1037265,1029731,1028966,1023822,1022854,1021820,1020663,1025822,1027888,1029063,1032141,1029220,1027536,1029091,1030974,1028664,1032436,1034677,1036798,1035982,1036163,1037912,1041424,1044078,1048379,1054779,1057548,1058542,1061515,1061054,1061495,1066603,1066010,1070321,1070233,1071684,1076014,1076949,1078378,1088787,1094438,1098910,1104415,1106480,1112463,1117221,1123685,1132398,1135407,1141098,1146509,1149055,1153740,1156823,1158548,1161879,1167171,1167380,1165509,1170737,1170491,1166176,1172418,1172172,1171456,1176664,1178510,1179763,1185709,1188350,1187859,1186373,1191662,1193043,1203571,1209771,1216800,1220394,1223438,1231704,1238108,1243112,1250603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2","Manufacturing","WKSM0",441848,442305,441626,441610,440030,441288,440094,439512,438629,437253,436259,436640,433251,433458,434445,435565,435082,434833,434672,432632,431389,431347,432379,432020,431962,431514,432001,432488,433508,433327,433236,434921,436519,437667,440203,442365,443133,445204,446566,447021,449293,450931,451129,452380,454302,455480,457826,463107,465807,466728,469001,470951,473183,475960,479825,480903,480064,480679,481993,480497,484824,485617,485485,486999,488870,487842,490486,489892,491463,491617,492902,491371,491496,492100,489835,489518,485557,484616,482242,480548,483183,482440,482987,483095,481135,479732,480043,478524,478601,477980,477926,480667,480194,479488,477316,477289,476230,476754,478106,479142,480188,481137,480700,481938,482770,483224,483517,481727,483524,484645,484950,485399,487689,488786,491519,492769,491971,493355,493738,496537,499904,500742,503037,504794,506364,507703,509985,508900,511548,513100,512052,513747,517943,517895,519023,519440,517782,517983,519562,520457,522288,524866,526966,526147,526835,528398,529679,532869,535441,537018,538580,541076,543346,547282,547411,551748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","3","  Durable goods","WKSMD0",255774,255343,254818,254705,253390,254671,254205,253822,253188,251575,250671,249688,248130,247572,248295,248190,248077,247474,246788,245555,245434,244790,245021,243907,243482,242950,243361,244093,244565,244550,244649,245277,246331,247036,248666,249720,250425,251622,252000,252336,253812,254573,255010,255560,257148,257746,259365,263232,265732,266614,268131,268961,270443,271717,274162,274557,273701,274244,275128,274582,277535,277577,277118,278766,279546,278453,279844,279792,280247,280730,282060,279970,279054,279064,277342,276679,273895,273222,271879,270375,271726,270632,270247,269594,268225,266602,266524,265125,264640,264427,263452,264694,263872,262705,261469,260805,259053,260136,261058,261559,262101,262778,262867,263518,264665,265286,265542,264943,266858,267383,267177,267557,269155,270181,270795,272103,271950,272722,272951,274989,276914,277054,278462,279669,280469,281037,283016,282570,284236,286379,286042,287011,290520,290361,291399,292110,291833,292016,293774,294617,295609,297334,298650,297698,298262,299285,299377,301372,302990,303976,306050,307060,308138,310596,309924,313302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","4","    Lumber and wood products","WKS240",12814,12609,12503,12320,12395,12716,12848,12817,12739,12867,13101,12907,12797,13400,13495,13624,13472,13128,12971,12977,13206,13063,13068,13229,13153,13275,13405,13543,13523,13377,12998,12978,12902,12471,12657,12838,13057,13194,13163,13183,13084,13179,13503,13049,12882,12867,13018,13109,12967,12721,12574,12489,12717,12836,13032,12975,12893,12909,12726,12404,12295,12279,12417,12637,12593,12606,12649,12940,13242,13047,12969,12772,12622,12596,12384,12154,11797,11946,12071,11949,11982,11759,11761,11801,11720,11806,11797,11976,12068,11961,11868,11689,11582,11599,11423,11423,11154,11491,11725,11974,11751,11663,11583,11816,12028,12061,12144,12258,12652,12614,12658,12622,12651,12801,12749,12691,12528,12413,12408,12459,12353,12414,12292,12377,12388,12157,12495,12503,12707,13015,13062,13003,12994,12944,13023,12792,13077,13188,13250,13193,13192,13024,12981,12923,12865,12928,12867,12894,12882,12910,13051,13242,13437,13574,13602,13525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","5","    Furniture and fixtures","WKS250",7523,7459,7441,7467,7444,7406,7450,7375,7445,7375,7316,7351,7353,7365,7310,7207,7195,7319,7405,7343,7112,7225,7295,7460,7458,7363,7469,7531,7688,7625,7646,7655,7711,7709,7779,7832,7917,8163,8240,8159,8085,8126,8111,8150,8195,8176,8102,7972,7989,8008,8052,8071,8138,8070,8136,8118,8105,8098,8086,7975,8019,7947,7969,8043,8090,8126,8097,8041,7950,7890,7979,8020,7928,7866,7713,7637,7557,7467,7479,7455,7482,7505,7548,7619,7627,7565,7489,7523,7500,7647,7620,7634,7645,7583,7673,7635,7581,7631,7804,7803,7843,7878,7834,7864,7947,7938,7883,7822,7914,8001,8067,8044,8052,7951,7981,8039,8010,8045,8069,8116,8140,8177,8207,8263,8205,8241,8216,8212,8136,8136,8101,8118,8126,8029,7834,7842,7907,7920,7964,8003,8015,8027,8081,8072,8033,7998,7990,7966,8145,8114,8165,8074,8097,8068,8090,8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","6","    Stone, clay, and glass products","WKS320",12414,12490,12535,12521,12482,12700,12703,12461,12523,12160,12338,12308,12186,12172,12184,12195,12233,12300,12291,12537,12166,12091,12297,12328,12704,12361,12492,12426,12468,12428,12374,12453,12376,12368,12433,12408,12388,12344,12283,12308,12489,12308,12394,12432,12567,12660,12605,12658,12711,12745,12811,12865,13037,12946,13072,12953,12985,12975,12912,12837,12761,12733,12738,12782,12692,12782,12798,12854,12990,13160,13144,13250,13248,13227,13077,13038,12952,12952,12882,12898,12770,12699,12827,12850,12672,12754,12705,12721,12784,12873,12823,12976,12940,12827,12958,12824,12755,12737,12738,12698,12627,12564,12562,12461,12422,12495,12439,12350,12428,12344,12369,12266,12188,11961,12090,12030,12072,12144,12205,12371,12435,12469,12611,12848,13059,13173,13342,13396,13423,13324,13242,13068,13084,13130,13157,13096,13001,13062,13022,13130,13157,13272,13310,13459,13573,13639,13613,13712,13749,13805,13710,13683,13658,13551,13642,13724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","7","    Primary metals","WKS330",36111,35441,35647,35159,34772,34690,34359,34124,33998,33572,33342,32902,32546,32418,32139,31946,31906,31854,31778,30932,30296,29905,30099,30714,30207,29557,29398,29492,29223,29192,29263,29430,29708,29904,30189,30316,30519,30927,31056,31004,31014,30698,30848,31133,31458,31772,31832,32023,32447,32673,32795,33130,33571,33675,33944,33643,33411,33213,33370,33118,33272,33417,32787,32824,32712,32931,33112,33209,33372,33221,33192,33188,33253,33174,33485,33308,33018,33059,32790,32611,32725,32606,32587,32407,32028,31766,32012,32003,31951,31993,31802,32028,32135,31812,31687,31570,31513,31587,31597,31460,31781,31743,31779,32201,32179,32391,32195,32423,32288,32247,32077,31980,32049,32015,32146,32046,31927,32228,32374,32368,32485,32483,32396,32633,32489,32610,32772,32477,32272,32174,32136,31956,32175,32221,32548,32373,32286,32504,32448,32506,33016,32972,33204,33471,32334,32571,33042,32914,33092,33265,33325,33591,33633,33838,33977,34193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","8","    Fabricated metals","WKS340",34247,34113,34203,33958,33488,33603,33047,33343,33517,34401,34112,34278,33919,34019,34005,34498,34423,34516,34459,34439,34378,34161,33919,34219,34156,34314,34567,34353,34192,34145,34242,34223,34401,34362,34226,34411,34570,34831,34441,34864,34785,34527,34420,34934,35276,35123,35195,35366,35646,35532,35881,35899,35814,35548,36147,36316,36109,35904,35881,35417,36361,36192,35835,35846,35522,35124,35198,35270,35106,35401,35201,34833,34816,35132,34711,34526,34056,33806,33373,33535,33693,33866,34189,33755,34197,33940,33873,33900,34203,34074,34447,34592,34474,34281,34200,33778,33612,33624,33892,33669,33715,33553,33616,33956,34041,33890,33677,33607,33682,33877,33411,33425,33621,33737,34537,34657,34444,34505,34659,34894,35088,35279,35686,35808,35992,36139,36245,36189,35884,35858,35728,35452,35673,36173,36056,36054,36011,35773,36334,36651,36590,36759,36912,37093,37217,37331,37564,37684,37819,38026,37966,37987,38134,38169,38306,38711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
