"","Table 2#4#4U# Chain-Type Price Indexes for Personal Consumption ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201"
"350","341","P1CGPG D   Control Group","P1CGPG3",27.596,27.656,27.779,27.883,27.892,28.046,28.124,28.24,28.271,28.142,28.199,28.178,28.266,28.329,28.362,28.48,28.54,28.536,28.705,28.779,28.909,28.911,28.963,29.049,29.133,29.332,29.457,29.504,29.803,30.04,30.263,30.472,30.543,30.643,30.931,31.161,31.494,31.784,32.104,32.451,32.722,33.15,33.586,33.949,34.345,34.685,34.93,35.258,35.4,35.734,36.046,36.246,36.581,36.721,37.011,37.391,37.989,38.892,39.697,40.787,42.458,43.818,45.06,46.308,47.04,47.411,48.315,48.993,49.235,49.422,50.019,50.624,51.457,52.29,52.896,53.465,54.174,55.405,56.331,57.307,58.726,60.435,62.07,63.642,65.88,67.45,68.794,70.225,72.059,72.877,73.579,74.179,74.681,74.864,75.656,75.865,75.842,76.591,77.073,77.198,77.826,78.002,78.174,78.481,79,79.447,79.546,80.026,79.783,78.627,78.915,79.12,80.54,81.183,81.826,82.294,82.664,83.448,84.312,84.949,85.819,87.366,87.546,87.998,89.702,90.25,91.561,93.189,93.128,93.336,93.552,93.918,94.109,94.428,94.823,95.021,95.192,95.161,94.922,95.263,95.169,95.395,96.075,96.035,96.042,96.193,96.274,96.273,96.811,97.274,97.11,97.593,97.773,97.381,97.306,97.292,96.772,96.548,96.608,96.533,96.584,97.418,97.931,98.374,99.259,99.86,100.364,100.517,100.618,101.051,100.675,99.68,99.484,100.393,100.357,100.388,101.239,100.352,100.854,100.794,101.796,102.983,103.047,103.879,104.065,104.405,106.498,106.854,106.763,107.711,108.536,107.026,108.006,109.2,109.618,111.267,112.758,114.123
"351","342","P1PXCG D   PCE excluding computers, peripherals, and software","P1PXCG3",19.962,20.011,20.114,20.219,20.257,20.369,20.45,20.546,20.579,20.576,20.651,20.673,20.763,20.84,20.893,20.954,21.014,21.044,21.144,21.22,21.32,21.366,21.436,21.508,21.581,21.688,21.77,21.836,22.007,22.184,22.354,22.529,22.593,22.707,22.917,23.116,23.363,23.601,23.847,24.115,24.352,24.667,24.976,25.269,25.565,25.846,26.1,26.442,26.691,26.994,27.26,27.43,27.723,27.89,28.139,28.374,28.721,29.276,29.81,30.422,31.322,32.194,33.053,33.885,34.521,34.96,35.617,36.221,36.622,36.938,37.502,38.091,38.765,39.432,40.027,40.602,41.287,42.139,42.876,43.682,44.496,45.7,46.821,47.945,49.374,50.564,51.74,53.021,54.391,55.292,56.208,57.064,57.788,58.343,59.261,59.931,60.456,61.019,61.83,62.25,62.916,63.528,64.02,64.422,65.117,65.613,66.04,66.569,67.061,67.109,67.617,68.103,68.876,69.472,70.187,70.785,71.402,72.2,73.071,73.789,74.665,75.645,76.132,76.774,77.925,78.772,79.763,80.805,81.421,81.887,82.495,83.166,83.827,84.386,84.996,85.55,86.015,86.589,86.905,87.382,87.735,88.221,89.016,89.44,89.895,90.42,90.846,91.272,91.888,92.54,92.952,93.627,94.122,94.353,94.667,95.033,95.164,95.378,95.771,96.183,96.481,97.151,97.727,98.35,99.238,99.759,100.258,100.744,101.623,102.32,102.511,102.696,102.974,103.717,104.206,104.679,105.505,105.716,106.383,106.795,107.738,108.776,109.328,110.192,110.892,111.619,112.952,113.911,114.435,115.402,116.317,116.187,117.172,118.249,119.015,120.317,121.402,122.705
"352","343","P1GXCG D     Goods excluding computers, peripherals, and software","P1GXCG3",26.32,26.386,26.493,26.57,26.566,26.691,26.735,26.832,26.872,26.789,26.869,26.849,26.929,27.012,27.064,27.147,27.193,27.209,27.365,27.437,27.56,27.561,27.605,27.669,27.751,27.903,27.99,28.018,28.27,28.484,28.684,28.869,28.898,29.011,29.319,29.561,29.845,30.113,30.413,30.736,30.968,31.355,31.737,32.077,32.42,32.735,32.984,33.36,33.571,33.885,34.092,34.207,34.55,34.705,34.983,35.245,35.795,36.623,37.353,38.268,39.69,40.947,42.194,43.392,44.062,44.46,45.288,45.95,46.227,46.461,47.058,47.706,48.453,49.205,49.757,50.368,51.096,52.218,53.131,54.073,55.383,56.96,58.4,59.792,61.834,63.27,64.545,65.881,67.507,68.379,69.108,69.731,70.203,70.432,71.185,71.381,71.491,72.215,72.719,72.937,73.538,73.789,74.015,74.292,74.803,75.239,75.39,75.889,75.774,74.936,75.363,75.664,76.929,77.662,78.369,78.817,79.023,79.749,80.634,81.256,82.103,83.473,83.638,84.101,85.608,86.05,87.203,88.684,88.803,89.074,89.39,89.783,89.977,90.39,90.869,91.145,91.428,91.605,91.605,92.089,92.076,92.415,93.216,93.427,93.616,93.899,94.058,94.238,94.948,95.516,95.524,96.146,96.504,96.223,96.258,96.384,95.979,95.86,96.154,96.253,96.405,97.23,97.88,98.39,99.185,99.865,100.35,100.601,100.878,101.359,101.087,100.323,100.196,101.039,101.119,101.21,101.877,101.098,101.575,101.429,102.358,103.515,103.628,104.589,104.959,105.319,107.166,107.603,107.647,108.605,109.413,107.976,108.845,109.998,110.502,112.105,113.463,114.745
"353","344","P1DXCG D       Durables excluding computers, peripherals, and software","P1DXCG3",39.967,40.122,40.107,40.085,40.016,39.95,39.814,39.737,39.736,39.943,40.136,40.078,40.069,40.172,40.262,40.103,40.104,40.229,40.352,40.486,40.575,40.522,40.478,40.39,40.423,40.257,40.029,39.778,39.714,39.859,40.018,40.18,40.072,40.273,40.744,41.177,41.438,41.696,42.042,42.43,42.645,42.968,43.177,43.442,43.525,43.683,44.014,44.805,45.486,45.828,45.699,45.428,45.831,46.092,46.321,46.148,46.363,46.713,46.937,47.083,47.533,48.692,50.579,52.138,52.972,54.007,54.612,55.491,56.227,56.867,57.542,58.5,59.033,59.353,59.971,60.788,61.709,62.665,63.691,64.802,65.876,67.048,67.801,68.973,70.936,72.531,73.839,75.131,76.11,77.584,78.746,79.767,80.466,81.153,81.436,81.706,82.38,82.745,83.25,83.846,83.826,84.392,84.571,84.743,85.182,85.431,85.336,85.634,85.745,86.251,86.987,87.484,88.267,88.98,89.698,90.032,89.82,90.342,90.997,91.619,92.105,92.231,92.528,92.922,93.462,93.417,93.431,93.759,94.689,94.984,95.624,95.928,96.091,96.544,96.783,97.107,97.283,98.038,98.705,99.431,99.807,100.469,101.297,101.737,102.297,102.376,102.367,102.551,103.111,102.884,102.893,102.945,103.108,102.487,102.287,102.155,101.865,101.579,101.464,101.207,100.852,100.662,100.584,100.331,100.062,100.219,99.842,99.877,99.991,99.564,99.182,99.063,98.539,98.235,97.984,97.618,96.579,95.747,95.061,94.298,94.265,94.409,93.942,94.262,94.556,94.505,93.937,93.886,93.842,93.91,93.719,93.157,92.756,92.49,92.238,92.083,92.106,91.879
"354","345","P1FXCG D         Furniture and household equipment excluding computers, peripherals, and software","P1FXCG3",59.125,59.29,59.337,59.315,59.499,59.612,59.65,59.635,59.55,59.563,59.466,59.314,59.196,59.056,58.91,58.852,58.806,58.747,58.78,58.937,58.906,58.813,58.614,58.453,58.332,58.195,57.925,57.565,57.494,57.654,57.92,58.237,58.426,58.466,58.756,59.083,59.768,60.274,60.671,61.125,61.515,62.01,62.392,62.735,62.956,63.234,63.341,63.696,63.983,64.321,64.618,64.688,64.9,65.07,65.328,65.622,65.878,66.218,66.597,66.946,67.881,69.428,71.635,73.745,75.151,76.245,76.913,77.878,78.656,79.139,79.519,79.935,80.706,81.127,81.834,82.351,83.096,84.528,85.637,87.075,88.264,89.189,89.995,91.359,93.34,95.076,96.656,97.983,99.619,101.111,102.487,103.589,104.701,105.78,105.861,106.351,106.606,106.953,107.079,107.324,107.121,107.26,106.78,106.879,106.867,106.959,105.861,106.19,105.841,106.246,106.21,106.272,107.115,106.812,106.691,106.377,106.567,107.191,107.2,107.365,107.026,106.451,107.064,107.351,107.593,107.428,107.263,107.078,107.388,107.477,107.726,107.405,108.032,108.16,107.979,108.117,107.615,107.915,108.01,108.49,108.557,108.792,108.884,108.026,108.04,107.629,107.493,107.117,107.177,106.825,106.747,106.267,106.249,105.613,105.317,105.124,104.963,105.11,104.316,103.476,103.223,102.459,101.627,100.705,100.432,100.38,99.965,99.224,98.538,97.612,97.04,96.372,95.25,94.803,93.983,93.459,92.509,91.183,89.838,89.29,88.965,88.382,87.547,87.706,87.219,87.04,85.86,85.262,84.691,84.289,83.45,82.606,81.711,81.072,80.117,79.348,78.999,78.083
"355",NA,"         Market-based PCE:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","346","P1MBPG   Market-based PCE","P1MBPG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.526,95.676,95.909,96.129,96.119,96.197,96.44,96.695,96.884,97.466,97.904,98.445,99.261,99.673,100.291,100.775,101.479,102.003,102.205,102.079,102.236,102.937,103.361,103.795,104.586,104.67,105.239,105.485,106.311,107.213,107.622,108.397,108.988,109.585,110.911,111.78,112.178,113.031,113.888,113.569,114.551,115.533,116.118,117.371,118.452,119.719
"357","347","P1MBFG     Market-based PCE food","P1MBFG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.65,93.919,94.387,94.792,95.254,95.569,96.029,96.605,97.074,97.442,97.872,98.433,98.987,99.623,100.462,100.928,101.798,102.54,103.456,104.06,104.574,104.823,105.049,105.435,105.93,106.542,107.238,108.209,108.961,110.029,110.724,111.33,111.628,112.558,113.015,113.717,114.4,114.832,115.721,116.325,117.687,118.996,120.419,121.54,123.001,124.945
"358","348","P1MBEG     Market-based PCE energy","P1MBEG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.413,87.643,88.173,88.58,83.626,81.695,81.124,79.986,78.769,83.479,87.245,89.923,95.798,98.621,101.955,103.626,106.247,108.821,103.107,93.33,91.251,97.348,98.066,100.493,110.613,106.896,109.946,108.146,114.521,120.877,122.067,127.904,129.472,131.795,151.021,157.449,155.884,160.413,165.836,151.177,156.617,166.906,167.88,180.026,188.015,199.763
"359","349","P1MBXG     Market-based PCE excluding food and energy","P1MBXG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.187,96.625,96.778,96.942,97.233,97.42,97.684,97.979,98.219,98.524,98.705,99.079,99.568,99.759,100.135,100.537,101.072,101.408,101.89,102.304,102.547,102.957,103.402,103.707,103.895,104.144,104.517,104.764,105.222,105.715,106.014,106.478,107.054,107.472,107.782,108.32,108.801,109.51,110.075,110.474,111.096,111.434,111.831,112.439,113.021,113.522
"360","350","P1MBVG       Market-based PCE motor vehicles and parts","P1MBVG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.053,100.436,99.693,99.284,99.319,99.056,99.539,99.606,99.066,99.058,99.702,99.921,99.597,100.147,99.983,100.272,100.839,100.588,100.073,100.203,99.184,98.556,98.733,98.414,97.819,97.441,96.683,95.233,94.986,95.149,94.939,95.803,96.712,96.813,96.391,96.668,96.922,97.174,97.448,96.666,96.153,96.167,96.51,96.729,96.725,96.53
"361","351","P1DXMG       Market-based PCE durables excluding motor vehicles and parts","P1DXMG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.977,113.46,112.373,111.321,110.345,109.479,107.674,106.196,104.93,104.094,102.751,101.622,101.057,100.44,99.614,98.889,97.844,96.571,95.583,94.667,93.481,92.813,91.842,90.975,89.843,88.54,87.339,86.716,86.553,86.312,85.36,84.887,84.319,83.935,83.196,82.561,81.902,81.541,80.989,80.414,80.009,79.445,78.591,77.979,78.071,77.723
"362","352","P1MPCG       Market-based PCE clothing and shoes","P1MPCG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.681,105.847,104.815,104.389,103.305,102.743,103.408,102.386,101.013,101.617,101.102,101.426,100.537,99.912,99.716,99.835,99.745,98.434,97.37,96.487,96.088,95.814,95.085,94.46,93.542,92.652,92.933,92.93,92.572,92.915,92.689,92.446,92.409,91.895,91.411,91.147,90.817,91.533,91.524,91.42,91.476,90.458,90.103,90.3,90.192,89.508
"363","353","P1MBNG       Market-based PCE other nondurables","P1MBNG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.825,91.334,91.167,91.362,92.116,92.873,93.441,94.383,96.491,97.015,97.77,98.106,98.679,99.951,100.559,100.811,101.485,102.382,103.421,103.847,104.228,105.128,105.494,105.087,104.833,104.82,105.262,104.902,105.408,105.795,105.836,106.363,106.751,107.084,107.595,108.324,108.989,109.409,109.641,109.6,110.266,110.256,110.421,111.065,111.98,112.377
"364","354","P1MBHG       Market-based PCE housing","P1MBHG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.202,90.944,91.633,92.358,93.053,93.868,94.636,95.485,95.955,96.625,97.219,97.854,98.805,99.564,100.376,101.255,102.196,103.328,104.416,105.476,106.567,107.419,108.197,108.95,109.629,110.052,110.672,111.412,111.946,112.859,113.568,114.189,115.025,115.681,116.264,117.129,118.136,119.513,120.843,122.085,123.157,124.07,124.959,125.929,126.835,127.463
"365","355","P1MBOG       Market-based PCE other household operation","P1MBOG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.194,99.545,99.479,99.527,99.63,100.118,100.225,100.381,100.392,100.051,99.897,100.378,100.4,99.998,99.761,99.841,100.19,100.454,101.074,101.363,101.893,101.713,103.148,103.565,104.22,103.703,103.857,104.11,104.61,104.773,105.108,105.2,105.944,106.468,106.752,107.45,108.287,108.766,109.52,110.526,111.176,111.992,112.736,113.277,113.989,115.298
"366","356","P1MBTG       Market-based PCE transportation services","P1MBTG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.428,95.114,95.441,96.12,96.512,96.361,96.389,96.775,96.984,97.365,97.694,98.222,98.807,99.597,100.369,101.228,101.802,102.148,102.708,103.576,104.455,105.762,106.651,107.837,108.924,110.302,111.275,111.8,111.868,112.141,112.823,113.407,114.216,115.174,116.1,117.092,117.854,118.719,119.282,119.413,119.85,120.184,121.32,122.142,123.458,125.513
"367","357","P1MBMG       Market-based PCE medical care services","P1MBMG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.428,93.054,93.573,93.906,94.514,95.152,95.586,96.15,96.684,97.149,97.699,98.304,99.031,99.506,100.422,101.042,102.176,102.979,103.572,104.21,104.327,104.914,105.677,106.368,106.842,107.922,108.85,109.873,110.856,111.587,112.225,112.879,113.893,114.615,115.222,116.093,116.354,117.219,118.208,118.85,120.736,121.307,122.125,122.953,123.055,123.654
